frame.number,frame.time,frame.len,frame.cap_len,ip.id,ip.checksum,ip.proto,ip.len,ip.src,ip.dst,tcp.hdr_len,tcp.len,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.window_size_value,tcp.checksum
"1","Mar 13, 2025 12:15:59.289653000 CET","74","74","0xab06","0x3027","6","60","172.29.250.200","138.199.45.225","40","0","34852","80","0","0","64240","0x5fbd"
"2","Mar 13, 2025 12:15:59.324753000 CET","74","74","0x0000","0xde2d","6","60","138.199.45.225","172.29.250.200","40","0","80","34852","0","1","43440","0x657e"
"3","Mar 13, 2025 12:15:59.324810000 CET","66","66","0xab07","0x302e","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","1","1","502","0x5fb5"
"4","Mar 13, 2025 12:15:59.324917000 CET","141","141","0xab08","0x2fe2","6","127","172.29.250.200","138.199.45.225","32","75","34852","80","1","1","502","0x6000"
"5","Mar 13, 2025 12:15:59.361396000 CET","66","66","0x0001","0xdf34","6","52","138.199.45.225","172.29.250.200","32","0","80","34852","1","76","2559","0x332e"
"6","Mar 13, 2025 12:15:59.399489000 CET","1414","1414","0x0002","0xd9ef","6","1400","138.199.45.225","172.29.250.200","32","1348","80","34852","1","76","2560","0x9293"
"7","Mar 13, 2025 12:15:59.399537000 CET","66","66","0xab09","0x302c","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","1349","501","0x5fb5"
"8","Mar 13, 2025 12:15:59.405056000 CET","2762","2762","0x0003","0xd4aa","6","2748","138.199.45.225","172.29.250.200","32","2696","80","34852","1349","76","2560","0x5f95"
"9","Mar 13, 2025 12:15:59.405090000 CET","66","66","0xab0a","0x302b","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","4045","499","0x5fb5"
"10","Mar 13, 2025 12:15:59.405563000 CET","48594","48594","0x0005","0x21a0","6","48580","138.199.45.225","172.29.250.200","32","48528","80","34852","4045","76","2560","0x5f95"
"11","Mar 13, 2025 12:15:59.405576000 CET","66","66","0xab0b","0x302a","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","52573","255","0x5fb5"
"12","Mar 13, 2025 12:15:59.405834000 CET","5458","5458","0x0029","0xc9fc","6","5444","138.199.45.225","172.29.250.200","32","5392","80","34852","52573","76","2560","0x5f95"
"13","Mar 13, 2025 12:15:59.405845000 CET","66","66","0xab0c","0x3029","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","57965","479","0x5fb5"
"14","Mar 13, 2025 12:15:59.406264000 CET","4110","4110","0x002d","0xcf3c","6","4096","138.199.45.225","172.29.250.200","32","4044","80","34852","57965","76","2560","0x5f95"
"15","Mar 13, 2025 12:15:59.406276000 CET","66","66","0xab0d","0x3028","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","62009","479","0x5fb5"
"16","Mar 13, 2025 12:15:59.409624000 CET","1414","1414","0x0030","0xd9c1","6","1400","138.199.45.225","172.29.250.200","32","1348","80","34852","62009","76","2560","0xc36b"
"17","Mar 13, 2025 12:15:59.409653000 CET","66","66","0xab0e","0x3027","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","63357","501","0x5fb5"
"18","Mar 13, 2025 12:15:59.426100000 CET","10850","10850","0x0031","0xb4e4","6","10836","138.199.45.225","172.29.250.200","32","10784","80","34852","63357","76","2560","0x5f95"
"19","Mar 13, 2025 12:15:59.426151000 CET","66","66","0xab0f","0x3026","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","74141","447","0x5fb5"
"20","Mar 13, 2025 12:15:59.427002000 CET","10850","10850","0x0039","0xb4dc","6","10836","138.199.45.225","172.29.250.200","32","10784","80","34852","74141","76","2560","0x5f95"
"21","Mar 13, 2025 12:15:59.427022000 CET","66","66","0xab10","0x3025","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","84925","670","0x5fb5"
"22","Mar 13, 2025 12:15:59.429243000 CET","20286","20286","0x0041","0x8ff8","6","20272","138.199.45.225","172.29.250.200","32","20220","80","34852","84925","76","2560","0x5f95"
"23","Mar 13, 2025 12:15:59.429272000 CET","66","66","0xab11","0x3024","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","105145","986","0x5fb5"
"24","Mar 13, 2025 12:15:59.431631000 CET","20286","20286","0x0050","0x8fe9","6","20272","138.199.45.225","172.29.250.200","32","20220","80","34852","105145","76","2560","0x5f95"
"25","Mar 13, 2025 12:15:59.431652000 CET","66","66","0xab12","0x3023","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","125365","1302","0x5fb5"
"26","Mar 13, 2025 12:15:59.435667000 CET","1414","1414","0x005f","0xd992","6","1400","138.199.45.225","172.29.250.200","32","1348","80","34852","125365","76","2560","0x7a0b"
"27","Mar 13, 2025 12:15:59.435698000 CET","66","66","0xab13","0x3022","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","126713","1324","0x5fb5"
"28","Mar 13, 2025 12:15:59.449930000 CET","10850","10850","0x0060","0xb4b5","6","10836","138.199.45.225","172.29.250.200","32","10784","80","34852","126713","76","2560","0x5f95"
"29","Mar 13, 2025 12:15:59.449974000 CET","66","66","0xab14","0x3021","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","137497","1493","0x5fb5"
"30","Mar 13, 2025 12:15:59.451652000 CET","9502","9502","0x0068","0xb9f1","6","9488","138.199.45.225","172.29.250.200","32","9436","80","34852","137497","76","2560","0x5f95"
"31","Mar 13, 2025 12:15:59.451666000 CET","66","66","0xab15","0x3020","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","146933","1640","0x5fb5"
"32","Mar 13, 2025 12:15:59.454490000 CET","17590","17590","0x006f","0x9a52","6","17576","138.199.45.225","172.29.250.200","32","17524","80","34852","146933","76","2560","0x5f95"
"33","Mar 13, 2025 12:15:59.454527000 CET","66","66","0xab16","0x301f","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","164457","1914","0x5fb5"
"34","Mar 13, 2025 12:15:59.454969000 CET","4110","4110","0x007c","0xceed","6","4096","138.199.45.225","172.29.250.200","32","4044","80","34852","164457","76","2560","0x5f95"
"35","Mar 13, 2025 12:15:59.454969000 CET","332","332","0x007f","0xddac","6","318","138.199.45.225","172.29.250.200","32","266","80","34852","168501","76","2560","0x438b"
"36","Mar 13, 2025 12:15:59.454994000 CET","66","66","0xab17","0x301e","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","168501","1977","0x5fb5"
"37","Mar 13, 2025 12:15:59.455000000 CET","66","66","0xab18","0x301d","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","168767","2000","0x5fb5"
"38","Mar 13, 2025 12:15:59.455078000 CET","66","66","0xab19","0x301c","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","76","168767","2000","0x5fb5"
"39","Mar 13, 2025 12:15:59.480098000 CET","66","66","0x0080","0xdeb5","6","52","138.199.45.225","172.29.250.200","32","0","80","34852","168767","77","2560","0x9ef6"
"40","Mar 13, 2025 12:15:59.480099000 CET","66","66","0x0081","0xdeb4","6","52","138.199.45.225","172.29.250.200","32","0","80","34852","168767","77","2560","0x9ef3"
"41","Mar 13, 2025 12:15:59.480161000 CET","66","66","0x0000","0xdb35","6","52","172.29.250.200","138.199.45.225","32","0","34852","80","77","168768","2000","0xa10a"
"42","Mar 13, 2025 12:15:59.678912000 CET","89","89","0x7988","0x5938","6","75","172.29.250.200","20.189.172.73","32","23","52368","443","1","1","501","0x682a"
