MAC Address,Channel,DS Channel,HT Capabilities,Extended Capabilities,Vendor Specific Tags,Supported Rates,Extended Supported Rates,Length,Cluster ID
ce:42:34:72:11:15,11,11.0,0.0,0.0,6.0,0.0,0.0,113,11
ce:46:94:8b:2f:2a,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:48:5a:71:c3:57,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ce:5a:f7:4e:f8:a6,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:5b:e5:26:ca:0e,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:60:d0:25:90:39,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:7e:ef:33:c6:cc,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:81:fa:46:5a:db,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
ce:8a:ce:0a:86:d3,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ce:8d:61:1d:91:b7,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:9d:e0:2e:37:ec,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ce:ab:38:8c:57:37,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ce:ae:89:5d:9c:e2,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:b0:5f:7f:09:af,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:c2:e1:f8:5e:50,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:dd:8b:96:72:ff,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ce:f6:a8:04:f5:e4,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ce:f6:ff:e0:72:3d,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
d2:02:bf:50:8d:de,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:17:a7:ab:24:bd,11,1.0,2.0,1.0,6.0,2.0,0.0,131,2
d2:1f:59:a6:74:5b,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:29:74:35:59:df,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:32:77:3d:ca:90,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d2:3c:d8:0f:52:7d,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d2:3e:21:1c:e6:2f,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:3f:a7:55:39:39,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:40:1e:53:be:36,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:43:0f:4b:4d:6b,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:43:58:7f:4b:c7,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:4b:30:d1:06:3d,6,4.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:53:0a:d4:4f:99,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:5b:42:ef:34:47,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d2:8c:90:62:f3:fd,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:90:12:c6:54:34,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d2:91:d8:89:03:9f,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:95:62:11:08:22,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d2:97:30:6d:3a:8b,6,3.0,5.0,3.0,1.0,0.0,0.0,165,5
d2:a5:7f:8c:bf:37,11,11.0,2.0,1.0,6.0,0.0,0.0,113,4
d2:a7:fc:a6:e6:12,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:a8:11:60:3c:8a,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:dc:49:38:ab:f1,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
d2:f8:fc:41:1a:47,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d6:0f:82:a7:8b:52,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d6:0f:be:b5:52:5e,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:13:28:29:c4:f2,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
d6:19:51:5e:82:86,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
d6:1e:7c:0c:ce:4d,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:23:b5:38:f5:25,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:2b:22:1f:1f:0a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:2f:5f:29:75:71,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:3c:bb:2e:95:dc,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:56:2d:d7:5b:c6,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
d6:5a:ed:6c:56:e4,6,6.0,2.0,1.0,6.0,0.0,0.0,113,4
d6:68:22:b1:34:1b,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:71:3c:3c:55:89,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:7a:cc:9b:d3:23,1,3.0,5.0,3.0,1.0,0.0,0.0,165,5
d6:7d:1d:16:13:b1,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:7f:f1:f7:6e:9f,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d6:8c:38:2e:3b:56,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:96:56:fb:c5:92,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
d6:9c:7b:98:07:24,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:a3:71:e0:59:4e,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:b1:dd:64:fe:cb,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:bb:1b:10:0c:e0,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:da:c6:d8:41:27,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
d6:dd:f0:40:d5:30,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
d6:ea:9d:65:7a:c0,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
d8:02:f7:26:73:97,1,1.0,7.0,6.0,2.0,0.0,0.0,187,8
d8:ea:0c:53:60:f4,1,,6.0,7.0,5.0,1.0,1.0,142,14
da:12:db:a7:ae:90,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
da:18:3f:e4:1d:e9,1,1.0,0.0,0.0,6.0,0.0,0.0,101,10
da:19:53:66:66:6a,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
da:24:60:8f:b5:09,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
da:40:da:18:3a:0c,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
da:4f:9b:99:42:d0,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
da:57:9f:1b:b6:8f,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
da:65:7c:ef:fc:6b,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
da:6c:6a:f2:43:54,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
da:6c:9c:59:4d:94,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
da:78:c9:ef:29:38,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
da:84:50:6d:ef:36,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
da:8e:59:26:62:a7,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
da:8f:58:93:d3:dd,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
da:ca:7f:70:6c:33,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
da:d4:58:f4:fa:0c,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
da:e0:6d:6d:92:c2,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
da:e4:41:c5:fd:5d,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
da:e4:9a:bb:8f:19,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
da:e7:0c:ec:45:04,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
da:f7:da:12:37:d5,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
da:fd:55:a9:b2:5d,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
de:28:35:82:cc:dd,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
de:29:5a:44:5b:4c,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
de:2a:1f:c0:c3:f4,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
de:38:dd:74:c7:37,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
de:42:11:5f:cf:69,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
de:5b:12:42:d6:d8,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
de:6c:5f:54:5a:9a,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
de:6d:8d:e0:2e:83,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
de:74:ee:39:30:b7,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
de:77:c9:b5:0a:fa,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
de:7c:13:fe:f9:a5,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
de:9c:d7:30:60:48,6,6.0,2.0,1.0,6.0,0.0,0.0,113,4
de:bf:19:57:c0:27,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
de:ca:8b:59:a8:ae,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
de:cd:dd:cb:10:4f,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
de:e3:69:de:72:69,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
de:ed:2a:09:24:97,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
de:f1:94:09:9c:bb,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
de:f2:fd:0e:06:d0,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
de:f9:df:76:7e:07,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
de:fe:4d:49:41:6a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:27:90:33:b5:bf,6,9.0,5.0,3.0,1.0,0.0,0.0,165,5
e2:36:dd:28:1c:68,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:3e:d3:a8:92:f0,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:43:fc:30:e3:85,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:70:06:6c:b5:25,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:86:aa:d7:63:05,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:92:9f:63:68:f7,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
e2:b1:25:91:6d:4f,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:ba:37:61:1b:3d,11,11.0,0.0,0.0,6.0,0.0,0.0,113,11
e2:ba:d0:c3:ce:5b,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
e2:bc:8d:78:d1:96,6,6.0,2.0,1.0,6.0,0.0,0.0,113,4
e2:be:73:b1:64:7b,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
e2:c2:78:fb:6f:56,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:c9:16:fc:55:f2,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:d3:c5:10:70:b1,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:d9:34:64:cb:fe,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:dd:64:4b:3e:6f,6,4.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:f6:3f:db:02:0d,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:fc:92:c0:e3:cb,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
e2:fe:52:ac:52:9a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:12:7a:64:cb:16,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:1e:65:0b:50:37,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:30:2e:71:ba:7a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:3c:3a:c0:0e:6a,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:65:2c:df:cf:cc,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:65:b7:28:fa:3f,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:66:54:7a:9b:4d,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:8b:e6:56:87:18,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:9f:75:7c:11:99,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:a4:f7:0a:ef:73,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:ac:6f:44:1e:fc,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:af:84:ec:8a:4c,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:b3:56:5c:35:d8,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:ba:5f:94:31:ea,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:c6:c2:40:cf:79,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:db:ab:8f:1a:8a,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
e6:de:74:f2:af:4a,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
e6:e6:0e:ed:f0:3d,11,10.0,2.0,1.0,6.0,2.0,0.0,131,2
e6:ef:98:94:4b:0a,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ea:15:09:72:dd:51,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
ea:1a:dd:e5:f6:96,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:24:55:d9:53:67,6,11.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:25:66:b4:62:29,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ea:26:36:a0:e2:d9,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
ea:2b:f1:3d:56:fc,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:30:71:e4:c4:55,6,8.0,2.0,1.0,6.0,0.0,0.0,113,4
ea:37:d0:82:c0:e3,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:3c:12:1a:e5:76,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:3e:36:ab:05:1d,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:63:ed:76:4a:88,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:73:07:28:0f:8f,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:73:83:f1:dc:a5,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ea:b1:b8:51:d6:14,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
ea:b1:dc:2f:bf:ca,6,6.0,2.0,1.0,6.0,0.0,0.0,113,4
ea:b9:04:87:b9:8f,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
ea:c6:65:03:84:a9,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ea:d7:72:55:2f:e1,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ea:f8:df:d2:2c:19,6,4.0,5.0,3.0,1.0,0.0,0.0,165,5
ec:c0:0f:94:26:87,1,1.0,7.0,6.0,2.0,0.0,0.0,187,8
ee:13:04:f4:e2:2f,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:19:00:b1:93:44,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:24:2c:bc:42:f8,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
ee:32:34:40:aa:94,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:3f:8b:21:a6:37,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:44:0e:cf:a0:85,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:55:f7:54:22:dc,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:5e:c1:43:a6:26,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:7d:45:c2:28:4c,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:88:15:43:ed:5e,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:94:83:e7:e7:20,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
ee:a8:62:b1:8e:97,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:ad:f4:2b:1b:1f,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:ae:0a:c9:fe:c8,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:d2:25:a5:a8:a2,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:d2:87:f0:a8:90,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
ee:d3:5c:39:e0:85,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
ee:d6:bb:29:c9:cd,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:07:cc:4d:cf:5b,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
f2:09:8d:22:a0:2d,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:16:ab:b8:62:eb,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:24:1d:98:82:40,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:25:46:0e:c8:f8,1,1.0,0.0,0.0,6.0,0.0,0.0,101,10
f2:25:47:6d:95:b8,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:38:a9:61:f9:78,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:3a:94:eb:74:10,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:3f:fb:e0:59:f4,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:46:45:40:59:d5,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
f2:48:4b:50:10:d2,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:59:3d:6e:31:69,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:6c:c3:32:3e:d1,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:6c:eb:e7:aa:dd,6,8.0,5.0,3.0,1.0,0.0,0.0,165,5
f2:82:76:98:d2:5d,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
f2:9b:21:79:f3:03,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:ac:51:45:e5:36,11,11.0,0.0,0.0,6.0,0.0,0.0,113,11
f2:b6:d0:6b:01:e4,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:be:8b:12:f3:0e,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
f2:be:f2:cf:8b:9c,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:d2:77:3c:24:2d,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:e7:55:50:51:cf,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
f2:e8:b6:44:27:21,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
f2:e9:6a:09:28:1a,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:03:60:e1:38:b4,11,11.0,2.0,1.0,6.0,0.0,0.0,113,4
f6:05:f2:bf:25:c2,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:06:d4:f5:65:94,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:1a:ca:11:85:9c,1,2.0,5.0,3.0,1.0,0.0,0.0,165,5
f6:2f:f7:c4:d6:2f,6,7.0,5.0,3.0,1.0,0.0,0.0,165,5
f6:33:35:0f:73:bd,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:3f:e7:13:7a:ee,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:42:7e:6a:c3:0f,1,2.0,5.0,3.0,1.0,0.0,0.0,165,5
f6:4c:12:a4:b0:b0,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
f6:64:27:73:ba:fc,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:64:d9:4f:0d:59,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:74:41:36:f9:c3,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:7a:d2:67:34:ec,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
f6:7f:6e:da:4b:81,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
f6:8c:5b:48:68:51,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:8d:22:0a:54:ea,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:a7:58:d7:95:4b,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:b8:23:cd:56:b2,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:b8:40:47:3e:4a,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:da:cd:e5:7f:9a,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:f7:05:22:bb:6f,11,5.0,5.0,3.0,1.0,0.0,0.0,153,6
f6:fc:af:b8:94:ea,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
f6:fe:04:9b:df:fc,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:13:65:a9:06:43,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
fa:2f:46:0f:c8:f3,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
fa:2f:e9:69:99:d2,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:43:53:8a:c5:8a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:4d:08:e9:84:c1,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:59:25:99:32:33,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:5a:22:2d:68:86,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
fa:63:3c:88:96:34,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:71:23:83:24:5c,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:77:26:18:a3:8c,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:80:0e:0c:39:ea,11,5.0,5.0,3.0,1.0,0.0,0.0,153,6
fa:84:61:8b:74:89,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
fa:88:f3:85:bb:23,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:91:68:38:e5:f9,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:94:23:16:90:f6,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:99:4b:76:23:9a,11,11.0,2.0,1.0,6.0,0.0,0.0,113,4
fa:9d:c7:cd:c5:73,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:9e:74:ea:e5:60,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:c9:90:9a:83:50,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:cb:01:16:e9:ca,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:cb:15:ea:57:bd,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:d7:75:b5:55:c9,11,12.0,2.0,1.0,6.0,2.0,0.0,131,2
fa:db:37:74:41:c2,11,12.0,2.0,1.0,6.0,2.0,0.0,131,2
fa:ec:84:8e:cd:2b,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
fa:f6:2d:e2:a6:73,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:10:29:26:59:c8,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:14:38:d9:20:14,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:19:19:1d:93:44,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:1a:23:a8:c4:b5,6,11.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:24:dd:6d:b3:93,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:2c:65:fb:0a:4e,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
fe:34:03:ea:d4:f2,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:47:af:61:3b:c0,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
fe:5b:80:1e:44:c4,11,5.0,5.0,3.0,1.0,0.0,0.0,153,6
fe:65:96:0c:0c:52,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:69:16:c2:88:96,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:70:c8:d9:fe:0f,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
fe:75:aa:80:a1:df,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:7f:77:f2:b4:32,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:8c:04:0d:0f:15,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
fe:93:35:c4:ec:bb,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
fe:9b:39:3b:54:3a,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:9c:28:c7:78:81,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
fe:9c:fe:d6:4c:43,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:9d:55:a5:9f:4a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:9f:95:e5:48:12,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
fe:a1:fd:83:b7:a8,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:b1:43:59:18:38,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
fe:bd:c9:8b:20:39,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:c5:50:16:eb:8c,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
fe:ed:a5:45:e8:b9,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
fe:f5:97:dd:58:86,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
fe:f9:ac:47:0d:b7,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
fe:fc:aa:d1:89:d1,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
