MAC Address,Channel,DS Channel,HT Capabilities,Extended Capabilities,Vendor Specific Tags,Supported Rates,Extended Supported Rates,Length,Cluster ID
02:02:70:30:b6:43,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
02:0b:5b:9e:41:54,1,2.0,4.0,2.0,3.0,0.0,0.0,154,1
02:0b:72:cb:7d:eb,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:0c:01:7e:50:d6,11,13.0,4.0,2.0,3.0,0.0,0.0,154,1
02:11:33:61:b5:ef,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
02:11:61:0f:20:a3,11,10.0,4.0,2.0,3.0,0.0,0.0,154,1
02:15:e6:f4:cb:7e,1,3.0,4.0,2.0,3.0,0.0,0.0,154,1
02:17:9c:97:63:27,1,1.0,4.0,2.0,3.0,0.0,0.0,154,1
02:18:3a:e6:4e:e9,1,2.0,4.0,2.0,3.0,0.0,0.0,154,1
02:29:87:7d:c0:ee,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:2a:a7:ea:b2:e9,11,13.0,4.0,2.0,3.0,0.0,0.0,154,1
02:2e:1f:72:c9:05,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
02:2f:c2:8f:63:63,1,1.0,4.0,2.0,3.0,0.0,0.0,154,1
02:35:37:d8:40:5d,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
02:3b:2c:39:a2:a3,11,12.0,4.0,2.0,3.0,0.0,0.0,154,1
02:3e:47:ce:61:26,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
02:43:ab:34:e2:2b,11,11.0,4.0,2.0,3.0,0.0,0.0,154,1
02:57:c6:80:e7:b4,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
02:59:a8:79:24:48,6,6.0,4.0,2.0,3.0,0.0,0.0,142,3
02:5d:25:81:75:b8,11,10.0,4.0,2.0,3.0,0.0,0.0,154,1
02:61:5a:96:62:24,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
02:64:a9:45:e1:b0,1,3.0,4.0,2.0,3.0,0.0,0.0,154,1
02:64:b0:61:28:32,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
02:71:dc:6f:49:fa,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
02:73:6d:61:92:44,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
02:77:58:67:ad:de,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:7a:98:0a:f1:3b,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:7c:28:f1:b0:32,11,13.0,4.0,2.0,3.0,0.0,0.0,154,1
02:84:0c:20:c0:9b,11,11.0,4.0,2.0,3.0,0.0,0.0,154,1
02:8a:46:d4:7b:0b,11,11.0,4.0,2.0,3.0,0.0,0.0,154,1
02:8c:f7:68:e1:d6,11,11.0,4.0,2.0,3.0,0.0,0.0,154,1
02:8f:27:02:c8:a0,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:98:40:a8:95:03,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
02:99:a2:23:76:f8,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
02:9a:6e:43:e4:6c,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
02:9e:52:3d:4c:82,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
02:9e:d0:33:e6:fd,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
02:a1:c2:e8:ae:2c,11,10.0,4.0,2.0,3.0,0.0,0.0,154,1
02:a3:cc:9e:fb:d9,11,12.0,4.0,2.0,3.0,0.0,0.0,154,1
02:a8:86:01:9e:fa,1,1.0,4.0,2.0,3.0,0.0,0.0,154,1
02:ab:6d:5e:38:03,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
02:b1:87:4c:e5:17,1,2.0,4.0,2.0,3.0,0.0,0.0,154,1
02:b8:33:24:4b:a7,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
02:b8:94:8c:4a:a9,11,10.0,4.0,2.0,3.0,0.0,0.0,154,1
02:b8:a1:e1:fe:3a,11,11.0,4.0,2.0,3.0,0.0,0.0,154,1
02:bc:a8:5a:82:fd,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:bd:43:b4:e1:b0,6,6.0,4.0,2.0,3.0,0.0,0.0,142,3
02:be:5b:65:4b:56,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
02:c2:cd:11:3e:91,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
02:c8:c5:10:8c:9f,11,12.0,4.0,2.0,3.0,0.0,0.0,154,1
02:cb:f3:2f:3f:30,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
02:ce:e7:6e:08:32,6,6.0,4.0,2.0,3.0,0.0,0.0,142,3
02:d1:5d:7d:58:a4,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
02:d4:33:b3:2b:34,11,12.0,4.0,2.0,3.0,0.0,0.0,154,1
02:de:f5:1a:96:e5,11,12.0,4.0,2.0,3.0,0.0,0.0,154,1
02:e1:77:2c:4d:d5,11,11.0,4.0,2.0,3.0,0.0,0.0,154,1
02:f7:4d:1c:b1:10,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:f9:f2:c3:e6:9e,11,9.0,4.0,2.0,3.0,0.0,0.0,154,1
02:fd:74:4d:50:ab,11,11.0,4.0,2.0,3.0,0.0,0.0,154,1
06:12:e5:be:fd:75,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
06:19:55:69:6e:bd,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
06:3a:8b:46:45:3f,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
06:3f:62:63:54:b9,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
06:4b:04:fb:aa:93,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
06:4c:04:ff:02:ca,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
06:50:6c:94:7b:ce,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
06:51:f6:d4:34:db,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
06:5f:a7:66:92:cb,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
06:68:15:85:ee:f6,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
06:6b:97:1c:b5:a5,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
06:70:b0:80:b1:98,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
06:9d:e7:75:30:b6,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
06:a1:87:f5:a6:1d,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
06:a6:03:a7:27:c0,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
06:ab:08:1b:ad:b1,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
06:bf:3e:cf:94:52,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
06:bf:77:40:2b:3d,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
06:d1:13:3d:ec:c9,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
06:d5:5b:12:13:9f,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
06:db:5e:c4:cb:90,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
06:e6:e1:52:a0:9c,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:04:45:19:bd:eb,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:10:fc:83:d1:14,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:11:0a:6c:bc:3b,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:13:e2:ac:65:9d,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
0a:2c:88:8a:70:f1,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:4d:2e:a8:17:bb,11,5.0,2.0,1.0,6.0,2.0,0.0,131,2
0a:6a:09:28:18:25,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
0a:76:fa:e9:85:07,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:7a:c4:5c:7a:a9,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:c4:da:5d:0c:0d,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:c8:11:2d:7c:85,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
0a:ed:25:6d:1d:ad,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
0a:fe:8b:a1:df:7f,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
0d:ea:e3:1b:5a:09,1,1.0,7.0,6.0,2.0,0.0,0.0,187,8
0e:03:a4:bb:a7:fb,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
0e:09:ee:fc:25:ff,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
0e:0e:34:68:6a:aa,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:15:6f:a9:e6:a2,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:25:00:e7:bd:c8,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:2c:57:fa:d7:0e,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:33:0b:b5:2a:81,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
0e:49:80:8b:1d:5e,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:5d:fe:de:c7:e2,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:61:fc:87:00:ec,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:73:86:39:55:e6,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:88:00:84:e6:06,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
0e:8d:cc:99:63:fd,1,1.0,7.0,4.0,2.0,0.0,0.0,155,9
0e:c7:37:73:da:36,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:cc:01:f7:0e:33,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:d5:ec:41:48:66,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
0e:d7:e2:7b:bf:c1,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
12:09:2e:d8:cd:5f,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
12:14:73:5c:69:6a,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
12:23:70:ab:07:90,1,1.0,0.0,0.0,6.0,0.0,0.0,101,10
12:23:9a:3b:82:e8,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
12:2b:2a:c1:16:57,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
12:2b:c9:37:89:a5,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
12:2d:97:28:6a:df,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
12:35:52:1f:07:b3,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
12:36:a5:c7:fe:e3,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
12:3c:64:ae:b4:d3,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
12:3f:35:9e:83:a3,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
12:59:9d:c2:84:d6,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
12:74:52:00:ba:2e,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
12:8a:54:a7:f6:e6,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
12:8e:c6:23:8a:e2,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
12:91:32:a8:71:1d,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
12:95:aa:83:51:7a,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
12:a1:a8:9a:1a:15,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
12:a5:9f:a2:48:84,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
12:ab:5e:d4:b9:6e,11,10.0,2.0,1.0,6.0,0.0,0.0,113,4
12:c1:13:8e:54:97,6,8.0,2.0,1.0,6.0,0.0,0.0,113,4
12:c9:c3:cf:83:55,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
12:cd:db:f3:0d:6f,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
16:06:2f:7d:87:7a,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
16:0a:8d:a0:1e:72,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
16:1d:4b:a4:6e:09,6,5.0,5.0,3.0,1.0,0.0,0.0,165,5
16:2a:5f:88:91:0f,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
16:2c:30:8f:ed:3a,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
16:41:76:37:27:68,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
16:44:d9:66:f3:3e,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
16:4e:b2:e5:2e:85,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
16:4f:a3:b2:90:ad,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
16:65:3e:e3:33:be,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
16:7f:0e:fd:55:3a,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
16:80:a4:2a:b4:0a,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
16:93:34:2e:87:b6,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
16:a7:ab:e4:95:3e,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
16:b2:06:90:cc:0c,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
16:ba:58:2e:fd:77,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
16:ba:d3:89:72:ce,11,13.0,2.0,1.0,6.0,0.0,0.0,113,4
16:bf:e0:ae:00:26,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
16:cb:6d:9d:32:3e,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
16:d8:db:8d:7a:2f,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
16:db:52:fd:b1:2c,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
16:df:e4:b0:84:21,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
16:e2:26:65:13:74,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
16:e3:47:cb:12:a3,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
16:e5:17:c0:f9:99,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:01:d0:ce:7c:d7,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:03:5a:1c:ca:21,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:1d:96:1e:42:d2,6,4.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:2e:bd:b4:fa:40,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:34:7c:ea:7d:61,6,2.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:38:54:0f:72:07,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:5a:8f:3f:1f:50,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:5f:8a:54:bd:ef,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:67:6e:e8:d3:fb,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:75:1c:ca:03:55,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
1a:7a:3f:6f:32:0c,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
1a:92:c6:95:d7:45,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
1a:9c:31:79:7e:d4,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:ae:92:0a:14:27,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:b2:45:e4:44:3b,11,12.0,2.0,1.0,6.0,0.0,0.0,113,4
1a:b4:86:29:9c:da,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:be:43:44:a9:ab,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
1a:d1:c8:69:89:9c,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:d9:41:43:6a:0e,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
1a:ec:29:1f:39:6f,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
1a:f4:36:b0:f7:46,11,9.0,2.0,1.0,6.0,0.0,0.0,113,4
1a:f8:54:3c:8f:1c,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
1c:85:76:bf:53:87,1,1.0,7.0,4.0,2.0,0.0,0.0,155,9
1e:01:37:f0:9d:07,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
1e:04:cf:44:f8:2d,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:04:da:48:10:18,11,11.0,0.0,0.0,6.0,0.0,0.0,113,11
1e:0d:bf:5d:3c:be,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:0f:0e:42:8e:e1,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
1e:19:f3:4c:dd:a8,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:33:f7:51:a3:e4,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:3b:70:c9:4d:0c,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
1e:44:2b:9f:de:4b,11,1.0,2.0,1.0,6.0,2.0,0.0,131,2
1e:46:bc:fe:5d:22,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
1e:4a:50:e1:48:fb,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:4f:53:de:ef:96,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:5d:5a:5f:b9:9e,1,2.0,5.0,3.0,1.0,0.0,0.0,165,5
1e:80:78:e2:c8:53,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
1e:86:77:33:11:36,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:a0:cc:00:80:81,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:a1:3c:27:45:98,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:a1:8e:6b:69:ef,11,11.0,2.0,1.0,6.0,0.0,0.0,113,4
1e:a4:06:f2:cf:5c,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:b4:fe:91:28:05,6,10.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:b7:62:37:3d:6e,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:c5:39:53:5c:1c,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
1e:d4:7a:e0:b2:22,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:ed:dd:70:50:3c,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
1e:ef:7a:b1:cb:79,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
1e:f7:52:c7:b6:61,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
22:1d:9e:80:95:38,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
22:2e:a6:1a:0b:ac,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
22:3b:2b:a9:ec:6a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
22:3e:4c:53:c3:5a,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
22:44:7a:00:ad:dd,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
22:4c:39:05:75:d9,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
22:52:cc:04:97:71,1,1.0,5.0,3.0,1.0,0.0,0.0,165,5
22:62:7c:12:f9:12,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
22:68:3b:1d:d1:fe,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
22:6a:4a:62:b4:5b,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
22:73:38:15:8b:4e,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
22:8f:aa:fb:bf:51,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
22:a9:e7:ee:84:ca,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
22:ab:0b:d3:0c:eb,6,3.0,5.0,3.0,1.0,0.0,0.0,165,5
22:b3:6f:b4:c8:df,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
22:b5:79:0b:a7:c1,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
22:c6:6c:c7:bb:c9,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
22:e6:20:15:f6:0b,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
22:fb:85:84:17:de,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
25:26:23:d3:b9:6d,1,1.0,7.0,6.0,2.0,0.0,0.0,187,8
26:01:25:ea:d9:8b,6,6.0,2.0,1.0,6.0,0.0,0.0,113,4
26:0b:30:40:da:5d,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
26:31:d9:20:43:a1,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
26:34:5f:ed:f8:c5,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
26:38:39:65:87:9d,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
26:39:94:7f:77:fd,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
26:41:36:93:96:df,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
26:48:73:18:ff:30,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
26:54:19:8e:4c:c4,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
26:58:5d:7e:ce:f1,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
26:5a:cf:4f:16:30,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
26:6c:e0:e2:38:e5,11,11.0,2.0,1.0,6.0,0.0,0.0,113,4
26:72:45:ce:64:e1,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
26:7c:ff:6c:c2:66,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
26:82:28:7e:3d:81,6,11.0,2.0,1.0,6.0,2.0,0.0,143,0
26:88:c9:28:15:da,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
26:8e:81:fe:d8:46,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
26:96:46:07:cf:d5,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
26:9b:da:2b:cb:69,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
26:9c:1c:78:7e:2b,6,3.0,5.0,3.0,1.0,0.0,0.0,165,5
26:a2:31:ff:40:17,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
26:b0:7b:50:6f:c8,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
26:b3:46:5e:09:66,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
26:b3:b6:85:63:d2,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
26:b6:b0:3c:a8:3b,6,7.0,5.0,3.0,1.0,0.0,0.0,165,5
26:ba:1b:db:c6:be,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
26:bb:a6:1c:ac:08,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
26:c0:ec:a6:65:45,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
26:c7:c0:75:47:8f,11,11.0,0.0,0.0,6.0,0.0,0.0,113,11
26:de:0a:b9:10:86,6,2.0,2.0,1.0,6.0,2.0,0.0,143,0
26:f2:16:93:71:d8,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
26:f3:d3:8d:12:80,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:03:52:48:bb:e1,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:05:ff:5d:a1:19,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:24:dc:96:1e:36,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:28:88:93:a2:30,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:2d:76:95:80:10,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:39:fd:e9:36:bd,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:42:9a:01:0c:dd,6,6.0,0.0,0.0,6.0,0.0,0.0,113,11
2a:42:ed:98:c7:9d,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:43:68:e0:d3:ae,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:4e:af:1a:16:71,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:50:ac:49:60:8c,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:5f:0e:a3:31:59,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:67:0f:1f:b5:5d,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:67:93:e3:36:58,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:77:ea:f0:7e:3f,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:86:09:47:a6:21,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:99:06:8f:49:6a,11,12.0,2.0,1.0,6.0,2.0,0.0,131,2
2a:a3:5e:14:94:53,6,4.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:b1:59:8e:53:71,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:b5:36:85:fe:19,11,11.0,5.0,3.0,1.0,0.0,0.0,153,6
2a:b5:72:4e:45:60,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:b5:74:5e:ee:70,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:c1:69:be:65:0b,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:c2:61:c5:ce:11,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:d4:74:a0:73:62,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:e3:9d:20:39:4f,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
2a:f6:42:55:a7:f9,11,11.0,2.0,1.0,6.0,2.0,0.0,131,2
2a:fc:7b:1a:9a:c3,6,6.0,5.0,3.0,1.0,0.0,0.0,165,5
2e:08:25:65:93:3b,6,5.0,2.0,1.0,6.0,0.0,0.0,113,4
2e:0f:59:bc:81:a9,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:25:fa:2b:11:9e,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:2d:44:3c:a2:6a,6,6.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:2f:22:11:ea:83,6,7.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:2f:7f:ee:b9:87,6,8.0,2.0,1.0,6.0,0.0,0.0,113,4
2e:3b:c6:30:0a:76,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:4e:79:7a:5d:7c,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:60:43:d0:55:a3,11,11.0,5.0,5.0,1.0,0.0,0.0,143,7
2e:61:3d:8e:e4:33,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:67:1e:f1:b0:4b,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:74:96:13:f2:ad,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:79:49:56:7b:23,1,3.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:7d:b3:56:bf:4a,6,5.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:7e:ff:a0:02:fe,1,1.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:8d:70:b7:9d:9a,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:90:47:2f:cf:70,1,2.0,2.0,1.0,6.0,2.0,0.0,143,0
2e:93:e2:3c:1b:b6,6,8.0,2.0,1.0,6.0,2.0,0.0,143,0
