app,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
cnn,-583,2674.842105263158,6209.473684210527,13804.73684210526,69865.52631578947,193824.0526315788,336512.6842105263,486721.7368,665380.6842105262,851843.8421052631,1099889.3157894735,1337221.7368421052,1579307.6315789472,1883472.4736842106,2209914.789473684,2362819.842105263,2582202.578947368,2866644.052631579,3048211.842105263,3069293
cnn,-583,2566.8947368421054,5229.263157894738,12721.15789473684,73408.52632,214408.31578947377,391307.4736842105,572818.2105263158,755606.0000000001,935272.1053,1078967.8947368423,1289212.315789474,1466040.5263157894,1746664.7368421056,1977129.1578947369,2235546.8421052634,2543131.052631579,2817795.6842105263,3050672.3157894737,3069425
cnn,-583,2689.157894736842,5964.421052631579,19469.526315789477,80482.36842105264,183425.10526315792,323047.6315789474,557313.9473684211,841669.1053,1079979.4210526317,1315168.052631579,1518856.052631579,1745601.9473684211,1951276.4736842106,2221442.157894737,2392210.5789473685,2593344.473684211,2840168.473684211,3052512.052631579,3070150
cnn,-583,2724.8947368421054,6083.0526315789475,20974.473684210523,87467.63158,276587.1052631579,426614.57894736814,626305.2105263157,846215.8421,1052575.5263157894,1276530.1578947369,1442875.5263157894,1650866.9999999998,1896531.5263157892,2134746.578947368,2310244.1578947366,2593368.894736842,2812215.3157894737,3049011.4210526315,3069887
dailymail,-583,2541.5263157894738,2878.6315789473683,3362.315789473684,6766.789473684219,47621.10526315791,90887.63157894739,131741.94736842104,232901.52631578952,298445.52631578967,415639.2105263158,436486.3684210527,586032.0526315791,659309.3158,810203,907886.1578947369,1017417.5263157896,1150432.4736842106,1230520.6842105263,1231927
dailymail,-583,2557.684210526316,2173.5789473684213,2872.315789473684,3284.0526315789475,58805.94736842104,127464.68421052629,237485.73684210525,256055.63157894736,317832.47368421033,452968.8947368421,528438.5789473683,628385.1052631577,764798.5789473681,839133.1052631579,913396.6842105263,1033917.947368421,1135141.5263157894,1230533.7368421052,1231627
dailymail,-583,2542.5263157894738,2879.6315789473683,3363.315789473684,6201.210526315796,68197.84210526316,93940.36842105266,155582.26315789472,215663.31578947374,313843.1052631579,377684.36842105264,492465.8421052632,563685.6315789477,683220.5789473687,784025.4210526316,895685.2105263158,1029409.6315789474,1126596.1578947369,1229032.7894736845,1231911
dailymail,-583,2570.8947368421054,2410.0526315789475,3068.3684210526317,3555.9473684210525,10801.368421052672,68584.31578947368,119059.68421052632,214870.42105263166,315647.47368421056,451898.2105263159,516208.3157894737,640114.2105263158,725282.8421052631,819319.8947368421,935705.3684210526,1022718.6315789474,1118387.4736842108,1230647.894736842,1231402
dailymail,-583,2588.4210526315787,2525.157894736842,3175.4736842105267,3505.8947368421054,28032.36842105263,68156.36842105263,131338.26315789475,233966.89473684214,276219.3157894737,386226.4736842105,495949.84210526315,562111.5263157896,644591.1053,763466.6842105264,932643.9473684211,1061381.210526316,1151026.4736842106,1230461.7368421052,1230727
dailymail,-583,2573.0526315789475,2463.5263157894738,3034.9473684210525,3467.157894736842,47055.999999999985,71294.73684210533,125615.15789473684,253224.21052631576,314639.3684210526,397551.57894736825,538144,670222.7368421053,719647.7894736842,817104.2105263158,875042.9474,978033.2631578947,1109118.7368421054,1229394.2631578948,1230825
