app,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19
google,-583,3431.315789473684,4709.789473684211,7965.210526315789,10082.105263157895,15859.421052631578,17177.63157894737,17609.052631578947,59082.42105263158,162109.15789473683,294835.89473684196,453245.57894736837,571144.3157894737,753463.2631578943,940039.0526315789,1130162.2105263155,1356894.2105263155,1567237.3684210528,1769776.3157894735,1786625
msn,-571,-434.1052632,-873.5263158,1833.5263157894733,3255.3684210526317,3279.3684210526317,3157.1052631578946,3023.7894736842104,2995.0000000000005,3433.1052631578946,3536.8947368421054,3614.5789473684213,3565.3684210526317,4347.631578947368,4766.473684210527,16196.368421052619,37145.73684210527,48607.31578947368,49567.78947368421,49498
msn,-571,-418,-995,419,3193,3394,3266,3117,3028,2914,3427,3543,3458,3543,4820,4724,44218,49712,50021,49943
nbcnews,-583,2898.157894736842,2803.7894736842104,2520.263157894737,2586.157894736842,42720.94736842104,87010.00000000003,115761.57894736841,222697.15789473683,245276.31578947368,295737.78947368416,410761.36842105264,468104.7368421053,522326.4210526316,599464.1052631577,682916.1053,772753.3684210526,855353.9999999999,887405.8421052631,887341
nbcnews,-583,2867.842105263158,2765.7368421052633,2583.736842105263,2915.2105263157896,28300.789473684214,98850.78947368421,131018.26315789475,200858.7894736842,238134.47368421053,244973.73684210528,300766.6842105263,403597.7368421052,445910.68421052635,505605.7368421054,633481.2105263157,712757.7368421053,861633.6315789475,888237.3684210526,889056
msn,-571,-434.1052632,-873.5263158,1833.5263157894733,3255.3684210526317,3279.3684210526317,3157.1052631578946,3023.7894736842104,2995.0000000000005,3433.1052631578946,3536.8947368421054,3614.5789473684213,3565.3684210526317,4348.263157894737,4767.473684210527,5317.368421052631,19466.736842105267,48617.789473684206,49613.78947368421,49544
nbcnews,-583,2888.0526315789475,2791.2631578947367,2541.421052631579,3562.2631578947376,40965.63157894736,72842.36842105264,106492.78947368426,172353.3157894737,235305,332949.94736842107,419881.84210526326,504685.31578947377,560542.2631578947,651234.3684210528,699429.0000000002,798705.7368421054,831930.4736842106,887478.0526,887614
nbcnews,-583,2918.3684210526317,2828.842105263158,2560.684210526316,2563.6315789473683,16730.36842105264,66830.15789473684,99264.05263157895,120417.3157894737,145685.5263157895,222532.4736842106,295406.36842105264,324221.94736842107,433704.68421052635,526656.6842105263,636848.8947368421,742145.7368421053,851628.4736842106,887167.3684210526,887246
nbcnews,-583,2811.6315789473683,2617.5263157894738,2487.315789473684,11491.684210526324,65836.42105263159,101309.15789473685,136001.47368421056,196163.89473684214,251643.7894736842,332239.05263157905,394388,460084.3157894737,513364.84210526315,614605.7894736844,684984.6315789474,745005.1579,829786.3157894737,887252.7368421053,888386
msn,-571,-426.0526316,-934.2631579,2486.2631578947367,3297.684210526316,3245.684210526316,3110.0526315789475,2968.8947368421054,3210.999999999999,3488.052631578947,3502.7368421052633,3493.7894736842104,4012.368421052631,4786.684210526316,5093.105263157893,13304.263157894698,41485.94736842103,48530.57894736842,49610.89473684211,49537
nbcnews,-583,2898.157894736842,2803.7894736842104,2520.263157894737,2586.157894736842,27042.578947368398,68564.68421052632,96890.57894736838,124436.05263157895,158508.68421052635,236781.52631578944,322929.5263157895,378073.52631578955,488059.84210526315,566190.7895,675325.7368421054,768852.2631578947,847408.8947,887443.8421052631,887379
msn,-571,-426.0526316,-934.2631579,2486.2631578947367,3297.684210526316,3245.684210526316,3110.0526315789475,2968.8947368421054,3210.999999999999,3488.052631578947,3502.7368421052633,3493.7894736842104,4014.210526315789,4791.684210526316,5098.105263157893,13595.578947368382,42636.21052631577,48556.63157894737,49815.89473684211,49742
nbcnews,-583,2918.3684210526317,2828.842105263158,2494.3684210526317,3324.315789473685,26581.78947368421,62065.78947368421,77756.10526315783,130126.21052631579,226483.68421052647,317307.2631578947,384576.3157894737,427013.7894736843,515779.8947368423,588228.1052631579,652872.1052631579,780659.2631578948,866587.4736842107,887244.6315789474,887222
nbcnews,-583,2958.7894736842104,2878.9473684210525,2606.7894736842104,3028.6842105263154,26519.263157894737,66521.05263157895,91775.36842105263,135972.63157894733,175274.52631578944,237918.10526315778,311416.63157894724,429966.7368421053,511837.05263157893,607967.7894736842,694449.6842105264,760995.3684210525,827966.7368421053,887016.7894736842,887035
nbcnews,-583,2938.578947368421,2853.8947368421054,2550.578947368421,2569.4210526315787,19664.52631578951,66068.10526,90761.78947368418,115455.47368421053,199319.26315789478,247993.1578947369,313765.36842105264,409193.5789473685,473546.8421052632,550457.7894736843,661423.4736842107,750466.4210526317,823971.8947368423,887132.5789473684,887169
nbcnews,-583,2847.6315789473683,2740.0526315789475,2613.5263157894738,3309.4210526315787,52456.63157894736,106482.84210526316,115670.31578947368,149263.6842105263,240324.42105263151,290661.3684210526,337450.94736842107,413399.8947368421,514606.1052631577,537273.5789473684,649618.5263157896,763879.0526315789,858983.7894736842,887644.6315789474,887763
ndtv,-89,218.63157894736776,2078.368421052631,2804.052631578947,23211.789473684195,75625.57894736843,178766.7368421052,344270.6315789471,480047.57894736825,616817.7894736842,759831.3684210527,853820.3157894734,1019475.3684210525,1066262.4210526317,1066729.6842105263,1069876.5263157894,1071476.6315789474,1071692.2105263157,1083771.894736842,1082662
ndtv,-89,2911.052631578947,2729.2105263157896,3423.2631578947367,10133.789473684206,25358.736842105256,77902,131864.2105263158,202144.31578947368,307614.3157894737,417766.84210526303,456333.4736842105,604868.5263157894,754396.8421052631,849721.3684210525,887152.8421052631,980916.5263157894,1063248.4210526317,1063450.2631578948,1063202
ndtv,-583,3179.5789473684213,2825.7368421052633,3513.736842105263,5110.578947368414,42081.631578947374,73022.15789473683,140145.84210526315,167680.89473684208,304333,353507,480510.2631578948,557211.8421,688471.9474,734949.9474,874298.0526315789,946742.7894736842,1057853.8421052631,1063043.5263157894,1063138
ndtv,-583,3110.4210526315787,2768.2631578947367,3429.578947368421,3879.157894736842,68358.47368421052,125509.84210526317,197418.26315789475,260032.57894736843,329528.7894736842,435066.2631578947,507329.4210526316,569376.1579,643810.4210526317,699259.0526,810685.1578947369,925800.5263157896,970394.2105263158,1063058.6842105263,1063615
ndtv,-89,1343.5263157894738,3023.5789473684213,3197.578947368421,3559.3684210526317,38977.105263157915,68164.78947368421,127008.47368421056,216998.05263157896,296984.05263157893,320850.68421052635,438013.10526315786,524029.6315789473,600539.2105263158,656403.1052631581,773778.3684210526,889379.9473684211,994836.0526315791,1063168.1578947369,1063376
ndtv,-583,3095.0526315789475,3186.894736842105,3561.9473684210525,17293.052631578947,46313.684210526284,109431.57894736846,138707.57894736843,233680.84210526315,263098.7368421053,349061.68421052623,468866.5263157895,542200.8421052631,577933.0526315789,706606.3157894737,794201.0526,877609.8947368421,969035.7894736843,1063562.1578947369,1063883
ndtv,-583,3110.4210526315787,3052.157894736842,3544.7368421052633,35671.052631578954,70757.78947368421,110030.42105263163,150438.21052631584,274492.94736842107,296809.15789473685,340409.5789473684,440058.4210526316,518919.68421052635,622044.9473684211,697855.4736842106,824322.4210526316,909639.8947368421,1018086.2105263158,1063663.3157894737,1063598
newscn,-141,14083.210526315786,28804.052631578936,47994.57894736843,63495.84210526316,64240.05263157895,66474.15789473684,72184.68421052632,78179,84599,99177.94736842102,121915.84210526313,131457.52631578947,132201.73684210525,132945.94736842104,133690.15789473685,149191.42105263157,168381.94736842107,170377.73684210525,170463
newscn,-141,23225.000000000004,46591.00000000001,63429.84210526316,63950.78947368421,64471.73684210526,66979.21052631579,70976.57894736843,74973.94736842105,91741.84210526316,110638.15789473684,126909.42105263157,127430.36842105263,127951.31578947368,134857.52631578947,150277.42105263157,165697.31578947368,170145.63157894736,170205.31578947368,170265
ndtv,-583,3195.9473684210525,2860.842105263158,3450.157894736842,3552.7368421052633,54036.00000000007,132149.57894736843,194512.84210526315,269788.5263157895,382737.26315789483,474614.63157894736,531798.7368421053,583378,670218.1053,763159.6842105263,846168.6315789475,966283.0526,1042481.0526315789,1062948.3157894737,1063005
ndtv,-583,3172.8947368421054,2809.684210526316,3539.684210526316,11365.842105263167,74449,94325.21053,167766.68421052632,244471.7368421053,307767.7368421053,394618.2631578948,470684.78947368416,549518.2631578947,642541.2105263158,720736.1578947367,803542.6842105263,898977.8421052631,987602.0526315791,1063124.894736842,1063255
ndtv,-583,2687.6315789473683,2950.4210526315787,3547.578947368421,4027.5263157894738,20292.526315789473,62007.47368421052,100205.47368421056,142234.63157894736,215835.36842105258,298375.47368421056,412770.94736842107,457070.4210526316,574516.6315789474,683236.3157894738,813098.3157894736,897979.6842105263,972360.8421052631,1063338.2105263157,1063564
newscn,-141,3018.8947368421054,14479.631578947372,48075.94736842105,63793.52631578947,64612.15789473684,65430.78947368421,66249.42105263157,67068.05263157895,73846.26315789476,91053.73684210527,109254.47368421052,128022.78947368421,130473.21052631579,133420.26315789472,145945.2105263158,157405.94736842107,167589.6315789474,170435.2105263158,170529
newscn,-141,9840.263157894738,25568.26315789474,44205.105263157886,62132.47368421052,64380.47368421053,67125.10526,72423.84210526316,82405.10526,101751.42105263156,112725.94736842105,115470.57894736841,128431.63157894736,132027.63157894736,139029.1052631579,153551,162539,167979.63157894736,170607.63157894736,170727
newscn,-141,603.2105263157893,3972.473684210512,30967.21052631579,53705.10526315789,59415.63157894737,63849.10526315789,65302.78947368421,69878.15789473684,79136.05263157895,93360.26315789472,112550.78947368418,123227.63157894737,128228.68421052632,130249.94736842105,130994.15789473684,147630.5789473684,168240.05263157896,170377.73684210525,170463
newscn,-141,603.2105263157893,1844.0526315789443,7554.578947368422,17663.842105263153,45368.05263157893,64984.26315789474,65728.47368421052,72716.05263157895,89068.68421,97617.10526,98361.31578947368,102085.31578947368,107795.84210526316,115492.8947368421,124041.3157894737,144508.89473684208,167956.26315789475,170377.73684210525,170463
newscn,-141,8414.368421052632,18388.684210526313,30349.526315789466,43019.84210526315,54342.15789473684,61194.78947,64074.36842105263,66599.21052631579,87073.73684210525,104568.47368421053,119083.42105263157,121111.63157894737,123139.84210526315,127438.36842105263,147061.52631578944,167961.73684210525,169706.15789473685,170492.68421052632,170595
newscn,-141,6275.526315789472,12692.052631578945,29892.57894736842,48441.10526315788,56560.368421052626,61699.84210526316,65987.94736842105,69850.36842105263,80452.78947,96447.21052631577,108468.57894736841,115523.63157894736,123430.05263157895,133039.2105263158,143641.63157894736,157720.47368421048,170243.52631578947,170320.26315789475,170397
newscn,-141,19772.894736842107,44156.473684210534,63644.68421052631,64686.57894736842,72184.68421052632,76206.36842105263,80228.05263157895,95175.63157894736,105014.99999999999,114003,122423.42105263157,127438.36842105263,135574.99999999997,142434.57894736843,146881.94736842104,156863.2105263158,165425.52631578947,170607.63157894736,170727
newscn,-141,23225.000000000004,46591.00000000001,63429.84210526316,63950.78947368421,64471.73684210526,70100.89474,79561.21052631579,89021.52631578947,101887.31578947368,115320.68421052632,126909.42105263157,127430.36842105263,127951.31578947368,134644.68421052632,149567.94736842104,164491.2105263158,169152.36842105264,169708.68421052632,170265
nhk,-583,1888.263157894737,2937.684210526316,3040.1052631578946,2929.157894736842,2827.5263157894738,2706.9473684210525,2772.421052631579,3268.947368421053,3428.842105263158,3885.157894736842,3830.315789473684,3732.4736842105262,3927.2105263157896,6930.631578947372,15787.157894736836,24628.842105263157,25084.052631578947,25022.473684210527,25103
nhk,-583,1742.894736842105,2836.5263157894738,3063.157894736842,2934.684210526316,2798.684210526316,2703.684210526316,3242.6315789473683,3403.578947368421,3493.157894736842,3493.157894736842,3571.2105263157896,3935.2105263157896,3840.8947368421054,4115.263157894737,16150.842105263162,24094.78947368421,25140.57894736842,25093.21052631579,25169
nhk,-583,1888.263157894737,2937.684210526316,3040.1052631578946,2900.7894736842104,2755.7894736842104,2905.7894736842104,3351.5789473684213,3452.684210526316,3387.4736842105262,3667.5263157894738,3905.4736842105267,3864.4736842105262,4059.2105263157896,9900.526316,18473.263157894733,23838.526315789473,25216.052631578947,25154.473684210527,25235
nhk,-583,2033.6315789473679,3038.8421052631575,3017.0526315789475,2866.8947368421054,2712.8947368421054,3107.894736842105,3390.2105263157896,3493.157894736842,3482.947368421053,3585.2631578947367,3860.736842105263,3971.7368421052633,7327.315789473685,14844.421052631578,17106.42105263157,24717.421052631576,25291.526315789473,25215.736842105263,25301
nhk,-583,1888.263157894737,2937.684210526316,3040.1052631578946,2900.7894736842104,2755.7894736842104,2905.7894736842104,3343.421052631579,3522.4210526315796,3972.8947368421054,3886.1052631578946,3786.684210526316,12756.999999999995,16191.21052631579,17775.684210526317,21382.105263157893,24760.842105263157,25216.052631578947,25154.473684210527,25235
nhk,-583,1742.894736842105,2836.5263157894738,3063.157894736842,2934.684210526316,2798.684210526316,2703.684210526316,3242.6315789473683,3426.4210526315787,3649.210526315789,3891.736842105263,4018.4736842105262,3935.2105263157896,3840.8947368421054,4115.263157894737,17002.210526315794,24804.263157894737,25140.57894736842,25093.21052631579,25169
nhk,-583,2179,3140,2994,2882,2767,2604,3244,3371,3274,3371,3684,3947,3835,4190,10996,24542,25235,25145,25235
nhk,-583,1604.4736842105258,2991.1578947368416,3017.0526315789475,2866.8947368421054,2712.8947368421054,3107.894736842105,3390.2105263157896,3493.157894736842,3698.736842105263,3801.0526315789475,3860.736842105263,3971.7368421052633,4013.1052631578946,7820.736842105244,19234.84210526315,24717.421052631576,25291.526315789473,25215.736842105263,25301
nhk,-583,1604.4736842105258,2991.1578947368416,3017.0526315789475,2866.8947368421054,2712.8947368421054,2911.5263157894738,3284.473684210526,3493.157894736842,3482.947368421053,3585.2631578947367,3860.736842105263,3971.7368421052633,4013.1052631578946,5692.315789473677,12849.578947368405,24717.421052631576,25291.526315789473,25215.736842105263,25301
nhk,-583,1888.263157894737,2937.684210526316,3040.1052631578946,2900.7894736842104,2755.7894736842104,2905.7894736842104,3351.5789473684213,3452.684210526316,3387.4736842105262,3667.5263157894738,3905.4736842105267,3864.4736842105262,10687.63157894737,14871.842105263158,19040.842105263153,24760.842105263157,25216.052631578947,25154.473684210527,25235
nypost,-571,1717.8947368421052,2242.6315789473683,4346.842105263159,4355.473684210527,6271.421052631579,33214.00000000003,75856.42105,153644.10526315792,274808.6315789474,400339.47368421056,487289.26315789466,608954.8421052633,786237.2631578951,932812.3157894738,1079816.8421052631,1230328.7368421054,1341686.9473684211,1530422.0000000002,1549567
nypost,-571,1716.8947368421052,1906.4210526315792,2149.1052631578946,4418.368421052632,4527.0526315789475,7654.578947368421,46506.78947368426,131953.42105263157,225631.63157894756,320455.1053,457510.15789473674,571659.9473684212,720740.2631578948,872540.5789473685,1016610.3684210526,1161539.105263158,1370387.8421052636,1515602.8947368427,1549306
nypost,-571,4444.736842105263,55122.89473684211,176944.26315789472,224933.7894736842,336944.15789473685,412554.63157894736,491226.94736842107,608968.7894736844,680979.4210526316,857246.3684210526,950785.7368421053,1002312.3684210526,1131445.5263157894,1229252.5789473683,1315882.1578947369,1380066.1578947369,1442269.7894736843,1512881.6315789474,1562052
nypost,-571,1741.421052631579,2243.315789473684,3180.631578947372,4191.473684210527,8966.736842105263,65158.63157894741,95480.94736842111,171900.10526315792,278955.0526,430746.84210526315,588837.5789473684,723522.0000000001,783835.8947368424,953450.8421052633,1105672.105263158,1208718.6315789474,1370245.1578947369,1525114.8421052631,1549427
nypost,-571,1692.3684210526317,2213.789473684211,3962.368421052631,4269.315789473684,4847.473684210527,14228.315789473681,60971.10526315785,111424.15789473681,199670.89473684193,324637.6315789473,446240.15789473674,613724.7894736842,801895.7368421053,970525.6315789472,1122477.6315789472,1248088.5789473683,1400756.3684210526,1546481,1549576
nypost,-571,1669.842105263158,2331.0526315789475,3409.7368421052615,4336.9473684210525,9013.210526315786,68863.47368421052,132925.05263157896,226978.21052631582,272214.5263157895,332554,520447.15789473674,604336.1052631577,726949.2631578945,851137.1578947369,1009611.3684210526,1200439.263157895,1326130.315789474,1529484.5263157894,1549869
nypost,-571,1670.842105263158,2188.9473684210525,4485.157894736841,4498.210526,9915.999999999998,43121.63158,71179,152347.9473684211,244826.36842105264,327140.5789473684,435080.0526315789,583891.1052631577,719173.7368421052,868342.6842105263,1003410.5789473684,1175055.315789474,1341617.9473684211,1516555.3157894737,1549890
nypost,-571,1709.0526315789473,2232.684210526316,4596.9473684210525,4149.473684210527,24051.736842105205,81303.26315789472,154870.6315789474,244256.9474,390691.68421052623,514221.15789473674,680698,796568.5263157894,921028.5263157893,1043699.052631579,1193498,1329052.7368421052,1439769.5789473683,1514840.1052631577,1549489
nypost,-571,5290.5263157894715,91074.36842105263,153781.3684210526,231445.94736842095,301913.6842105261,379590.2105263158,449729.5263157894,515303.78947368416,601732.3684210526,747034.7368421052,821090.7368421053,916925.4736842106,997848.4210526312,1087557.9473684211,1177918.1052631577,1280230,1426901.5263157892,1504122.2105263157,1566168
nytimes,-583,3500.5789473684213,3121.8947368421054,3967.6315789473665,16873.10526315789,48540.473684210534,74390.15789473681,115138.78947368416,155319.84210526312,266944.8947368421,360762.15789473685,446775.2105263157,540308.6842105262,648031.6315789472,758379.6315789472,818993.5263157894,889469.1052631579,965123.8421052631,1027774.947368421,1027866
nypost,-571,10003.631578947368,43905.78947368421,98956.73684210527,137344.42105263157,245555.15789473685,320330.84210526315,452605.94736842107,553525.8947368421,643250.4736842106,735880.7894736842,859859.5789473684,961188.8421,1045806.4736842106,1161998.6315789477,1243983.6315789474,1336377.1578947369,1411962.8947368423,1494502.2631578948,1570304
nytimes,-583,3486.8947368421054,3149.4736842105262,4414.157894736843,18815.473684210538,51270.21052631581,76133.57894736843,128524.52631578951,164171.89473684214,247708.73684210528,271507.89473684214,356605.5789473684,485619.6842105264,583771.6842105265,657446.8421052633,712037.1578947369,790040.1052631581,933811.2631578952,1027994.2105263158,1028286
nytimes,-583,3507.4210526315787,3218.0526315789475,3038.157894736842,4282.157894736843,27100.421052631573,67632.73684210527,93053.26315789479,135855.89473684214,181851.15789473685,256367.26315789472,367066.52631578955,447329.36842105276,567606.5263157896,653828.9473684211,747004.2105,826486.6315789474,957547.7894736843,1027293.6842105263,1027693
nytimes,-583,3541.6315789473683,3209.3684210526317,3184.7368421052633,38744.263157894755,66843.42105263159,130629.1052631579,160572.8947368421,266785.1053,331635,418975.21052631584,508656.6842105264,589824.4736842106,640272.0526,714841.7368421053,782813.3157894737,866677.1052631581,947135.4210526317,1027748.4210526316,1027936
nytimes,-583,3521.1052631578946,3157.8947368421054,3324.3684210526308,20520.68421,67147.52631578947,75249.94736842104,109957.63157894737,177442.99999999994,284516.99999999994,404645.3157894736,456876.9999999999,586086.5789473683,655203.7368421053,728861.5263157894,788684.5789473684,867379.6315789472,956503.9473684209,1027685.1052631579,1027796
nytimes,-583,3514.2631578947367,3140.7368421052633,5649.526315789477,18897.21052631579,55866.89474,80929.21052631579,102231.31578947365,138219.52631578947,177471.31578947368,258014.47368421048,387440.36842105264,430736.1578947369,579743.5263157894,625522.4736842106,753174.6842105264,888418.2631578947,973218.2631578947,1027713.947368421,1028199
nytimes,-583,3493.7368421052633,3196.0526315789475,3079.5263157894738,6568.578947368422,19913.894736842114,67618.84210526316,86590.10526315791,123865.78947368421,188456.2105263158,275040.31578947377,359992.63157894736,434657.5789473684,567428.4210526316,654509.1578947369,732011.9999999999,854992.1052631579,957539.3684210528,1027838.4210526316,1028312
nytimes,-583,3486.8947368421054,3149.4736842105262,12856.894736842112,26367.473684210538,66839.26315789473,77229.36842105264,152678.21052631582,190524.94736842116,274416.5263157895,359088.5263157895,460575.0526315791,512398.42105263175,626584.5263157898,730838.0000000001,810118,865275.8947368423,942640.3157894738,1028817.6315789474,1029129
nytimes,-583,3445.842105263158,3066.157894736842,11084.684210526306,23479.94736842105,62127.94736842105,77788.99999999997,122680.36842105264,162534.47368421048,286674.05263157893,355829.4210526315,496570.6842105263,564945.6315789473,603735.5263157894,685306.6842105263,784472.7894736842,870158.8947,986068.5789473683,1027612.7368421053,1028724
nytimes,-583,3534.7894736842104,3192.2105263157896,3169.421052631579,19672.105263157893,44156.42105263158,67434.63157894737,93479.78947,127896.73684210525,214460,291019.6842105263,400286.1052631579,479470.8421,548652,624218.4210526316,717521.6842105263,860913.7894736842,958757.6842105263,1027708.7368421053,1028024
polimiit,-571,3277.6315789473683,2933.4736842105262,3638.0526315789475,9481.052632,18071.473684210523,25644.105263157893,33324.105263157886,38755.15789473684,43363.05263157895,47970.94736842105,52578.84210526315,58568.84210526315,68468.31578947368,176036.21052631564,294269.3684210527,364544.6315789473,434032.5263157893,537448.8421052629,559511
polimiit,-571,3243.3684210526317,2984.7368421052633,3593.9473684210525,15209.315789473685,21455.526315789473,26440.263157894737,35032.894736842114,41761.84210526316,50691.84210526316,56095.00000000001,60598.15789473685,91660.78947368426,148207.1053,186500.7894736842,263160.7894736842,373534.4736842107,487200.78947368456,540526.0526315791,559826
polimiit,-571,3306.842105263158,3016.8947368421054,3138.4736842105262,3540.315789473684,12451.421052631591,18304.157894736843,30202.789473684206,41007.210526315794,51360.57894736842,56360.26315789474,71125.21052631579,140601.7368421053,194545.63157894748,279769.5263157894,343662.8947368422,415573.1052631579,494569.63157894736,551376.6842105264,559241
polimiit,-571,3313.8947368421054,3013.421052631579,3567.157894736842,8924.157894736838,17192.999999999996,25018.789473684214,31293,40264.05263157894,44076.15789473684,49251.94736842101,69407.73684210525,89348.78947368423,152380.36842105264,225146.68421052626,283382.4736842106,365310.8947,415816.1578947369,494666.6842105263,559242
polimiit,-571,3313.8947368421054,3013.421052631579,3366.1052631578946,4145.736842105262,15187.315789473683,19781.947368421053,23618.78947368421,27871.94736842105,41153.52631578946,47993.52631578943,97496.68421052622,131825.1052631579,185479.84210526315,245505.10526315786,321850.36842105264,386241.94736842095,501812.4736842106,555180.8947,559242
polimiit,-571,3264.5263157894738,2960.684210526316,3521.631578947369,4774.157894736843,17712.894736842103,26330.684210526317,33730.05263157895,40654.68421052632,44917.210526315794,53351.31578947368,60795.42105263158,67359.52631578948,85101.52631578958,133694.05263157896,197890.78947368433,299666.47368421056,397362.1578947369,538434.6842105263,559565
polimiit,-571,3319.9473684210525,3028.2105263157896,3300.052631578948,3853.3684210526326,14853.157894736843,22423.89473684212,33777.36842105265,44358.73684210527,52792.73684210527,61926.736842105274,72058.63157894737,124064.21052631587,151947.68421052635,244753.2631578949,296687.2631578948,380545.4736842107,458104.7368421055,556350.3157894739,559209
polimiit,-571,3278.6315789473683,2934.4736842105262,3639.0526315789475,9512.052632,16952.473684210527,21566.684210526313,31576.684210526313,41236.684210526306,45991.947368421046,53291.94736842105,67209.84210526316,89570.36842105257,155192.99999999994,229762.9999999999,313996.15789473685,369239.8421,478382.4736842101,546939.8421,559534
polimiit,-571,3320.9473684210525,3029.2105263157896,3301.052631578948,3854.3684210526326,14854.157894736843,21680.157894736843,31291.52632,44919.73684210527,63571.63157894739,80074.05263157896,114829.10526315797,143786.2631578948,200516.0526,280294.2631578949,357352.4736842106,423315.9473684212,459574.15789473685,557318.6842105265,559219
polimiit,-571,3321.9473684210525,3030.2105263157896,3302.052631578948,3855.3684210526326,14855.157894736843,23518.000000000004,27099.894736842107,50168.63157894737,59187.89473684215,87500.84210526317,131990.63157894736,197166.7368421054,239509.15789473685,313489.4736842106,367356.1052631579,447778.5263157896,527055.6842105265,558088.6315789474,559211
rainewsit,-583,4578.263157894737,4365.105263157895,4798.526315789471,19383.421052631573,55478.73684210526,74989.94736842104,104371.63157894737,175115.63157894733,300347.2105263157,425933.5263157894,485893.52631578955,595729.5263157894,673355.4210526315,814762.9999999999,928430.1578947369,1049192.0526315789,1250621.1052631575,1366132.894736842,1378839
rainewsit,-583,3869.684210526316,4603.421052631579,4286.473684210526,4597,62601.315789473716,89556.89473684209,169581.1052631579,241091.6315789474,387096.89473684214,486064.05263157893,612629.7368421053,719968.6842105263,806378.1579,910098.7894736842,1074195.6315789477,1183024.4736842106,1332222.3684210526,1378300.894736842,1378397
rainewsit,-583,4617.684210526316,4415.473684210527,4239.736842105263,11521.63157894737,34504.15789473685,86433.21052631576,140206.89473684208,217535.1052631579,315579.94736842107,401209,504574.8947368421,633836.5789473683,788994.0526,868592.5789473684,998705.6315789475,1157410.4736842106,1271418.4736842103,1375281,1378582
rainewsit,-583,4618.684210526316,4416.473684210527,4240.736842105263,11522.63157894737,61748.94736842108,94238.42105263154,148508.73684210525,258472.73684210528,321327.68421052635,447042.0000000001,573182,698825.3684210526,860580.9473684211,941101.7894736842,1046738,1143434.8421052631,1273689.7894736843,1374217.7894736843,1378583
rainewsit,-583,4619.684210526316,4417.473684210527,4279.736842105263,43733.73684210527,90909.31578947368,165470.57894736843,201578.3684210526,263227.2105263158,388657.7368421053,423275.6315789474,495637.52631578944,583040.2631578947,689385.9473684211,834539.8421052631,973805.1053,1093843.6315789474,1203594.7894736843,1370387.6315789474,1378584
rainewsit,-583,4547.9473684210525,4323.684210526316,4613.999999999999,21126.842105263157,41863.36842105263,66289.15789473681,119022.94736842102,165726.2105263158,234848.84210526315,302569.63157894736,442497.7368421053,571358.0526315788,710292.8947368419,881437.8421052631,1031724.2631578946,1142221.1578947369,1252212.4736842106,1366386.6842105263,1379036
rainewsit,-583,4556.526315789473,4362.1578947368425,20447.157894736847,44534.10526315789,72097.47368421052,88167.36842105264,149075.99999999997,208140,259770.31578947377,337635.3684210526,459913.47368421056,654557.8947368423,861334.3157894737,1004967.5789473683,1123698.3157894737,1284926.5263157894,1309755.2105263157,1374564.2631578948,1380688
rainewsit,-583,4511.421052631579,4281.9473684210525,23210.10526,53161.36842105263,72160.36842105263,120600.8947368421,157814.57894736843,231043.73684210528,353794.15789473685,420496.15789473685,513101.78947368416,662457.4736842106,748216,839678.6315789474,954762.3684210527,1038066.052631579,1193736.052631579,1351747.3157894737,1380224
rainewsit,-583,4555.526315789473,4361.1578947368425,25837.157894736847,56495.84210526316,107312.36842105261,151034.15789473685,193106.5789473684,272213.5263157895,389312.47368421056,460508.4736842105,522651.15789473685,616004.9474,698160.8421052631,797575.5263157894,945883.9473684211,1045017.8421052631,1235446.3684210526,1367812.8421052631,1380695
rainewsit,-583,4488.789473684211,4227.526315789474,15365.210526315805,36434.157894736854,60057.210526315794,88079.00000000003,158882.05263157896,230252.68421052638,330711.7368421053,437509.94736842107,581361.8947368423,636550.3157894738,705289.7368421054,742691.9473684211,877409.7894736842,1042682.4210526317,1206355.5789473685,1357542,1379961
theguardian,-583,3752.842105263158,3536.2105263157896,4379.210526315789,59892.99999999997,78462.89474,141729.63157894733,202371.3157894737,317713.4210526315,396730.47368421033,479791.52631578944,593856.5789473683,678265.6315789472,788286.6842,869999.7368421053,966540.7894736842,1066558.2631578946,1172748.1578947369,1262227.5789473683,1262886
theguardian,-583,3907.7894736842104,3497.6315789473683,4493.421052631579,14003.157894736842,25211.94736842104,57353.63157894733,98221.84210526315,190526.89473684208,283825.2105263158,384927.7368421052,435515.7368421052,542294.0526315789,675748.5789473683,784939.1052631579,861564.7894736842,1011904.7894736842,1115064.7894736843,1249441.6315789474,1263556
theguardian,-583,3818.842105263158,3529.2105263157896,12710.526315789466,36762.578947368434,84770.68421052632,117312.2631578947,188023.52631578947,254407.00000000003,408197.63157894736,544393.3157894736,719184.3684210526,858005.1052631577,938365.2105263156,1008367,1132288.7894736843,1288917.315789474,1498543.5263157894,1613525.9473684211,1627893
theguardian,-583,3793.8947368421054,3453.4736842105262,4483.210526315789,19939.21052631581,71407.84210526317,130609.73684210527,176686.36842105264,281578.3684210527,414849.3157894738,502784.89473684214,547158.7894736843,689865.7368421054,805470.7894736846,871128.8947368421,967649.1052631579,1066439.6315789474,1174240.473684211,1262044.2105263157,1262468
