num_packets_down,num_bytes_down,min_packet_size_down,max_packet_size_down,mean_packet_size_down,std_packet_size_down,min_iat_down,max_iat_down,mean_iat_down,std_iat_down,num_packets_up,num_bytes_up,min_packet_size_up,max_packet_size_up,mean_packet_size_up,std_packet_size_up,min_iat_up,max_iat_up,mean_iat_up,std_iat_up,port_pair,app
67,1233297,52,64756,18407.417910447763,21653.94381263807,4.9e-05,0.599708,0.014738273,0.07355902,59,3977,52,569,67.40677966101696,69.33330757616163,4.1e-05,0.619582,0.017265397,0.08142032,55420,dailymail
69,1233427,52,64756,17875.753623188404,20959.646684273623,5e-05,0.693446,0.016493559,0.083793276,62,4121,40,569,66.46774193548387,68.29197628071505,3.9e-05,0.72297,0.018871869,0.092383405,46432,dailymail
54,1207271,52,64756,22356.87037037037,23377.686313239763,4.8e-05,0.654536,0.018366302,0.089558623,52,3601,52,569,69.25,73.67120250431218,5.3e-05,0.674752,0.020477725,0.094431486,45898,dailymail
112,3067031,52,64756,27384.20535714286,19895.927614970635,3.7e-05,0.044258,0.003855919,0.006890536,107,6388,40,569,59.700934579439256,51.872342387622346,3.3e-05,0.059011,0.004351104,0.008852856,56088,cnn
60,1232986,52,64756,20549.766666666663,22602.56870010437,6.2e-05,0.624932,0.018440017,0.0812163,55,3757,40,569,68.30909090909091,72.37246067,6.6e-05,0.653043,0.020923426,0.088650099,42804,dailymail
63,1232313,52,64756,19560.52380952381,21940.89199296612,6.1e-05,0.428386,0.014078855,0.054030169,54,3705,40,569,68.61111111111111,72.43224984501076,4.7e-05,0.465416,0.017397453,0.063992971,45900,dailymail
65,1233218,52,64756,18972.58461538461,22734.07285187004,4.4e-05,0.728924,0.018460078,0.090609204,55,3721,40,569,67.65454545454546,71.99722684521028,5.2e-05,0.76679,0.022552426,0.1039715819445893,51674,dailymail
61,1233030,52,64756,20213.60655737705,22651.49713689192,0.000188,1.163458,0.0270632,0.1496584348177373,54,3717,40,569,68.83333333333333,72.98377953676905,5.5e-05,1.189106,0.031424377,0.1627463208110929,51686,dailymail
56,1231948,52,64756,21999.071428571428,22280.18630480058,5.9e-05,0.42784,0.014329527,0.057317303,53,3665,40,569,69.15094339622641,73.64451941236025,5.5e-05,0.460059,0.016195365,0.064067733,53808,dailymail
53,1232633,52,64756,23257.22641509434,23029.43283115486,2.5e-05,0.478633,0.015356865,0.066405894,48,3405,40,569,70.9375,77.23944705169156,4.5e-05,0.519198,0.018090702,0.075807575,34798,dailymail
53,1231818,52,64756,23241.849056603773,25247.37759451177,4.4e-05,0.541944,0.017954885,0.0745297,43,3133,40,569,72.86046511627907,81.46824721657151,6e-05,0.570397,0.023230667,0.087953698,53804,dailymail
57,1064868,52,64756,18681.894736842107,21487.849998549184,5e-05,0.02659,0.005381286,0.006229721,48,3335,40,569,69.47916666666667,77.04792362848593,4.3e-05,0.044178,0.00727366,0.010613314,55624,ndtv
53,1064656,52,64756,20087.849056603773,23648.22664224385,4.6e-05,1.185352,0.031285885,0.1641882594142365,49,3399,40,569,69.36734693877551,75.62674071758362,3.9e-05,1.185932,0.035218083,0.170541743,35164,ndtv
46,1064277,52,64756,23136.45652173913,25787.71584,5.7e-05,0.103978,0.0112358,0.018125904,39,2867,40,569,73.51282051282051,85.16636097565372,7.7e-05,0.145222,0.013942605,0.025440035,55622,ndtv
51,1064561,52,64756,20873.745098039217,22905.44557160427,8e-05,0.032619,0.00687016,0.007027966,45,3179,40,569,70.64444444444445,79.49161063669652,4.3e-05,0.045195,0.008668477,0.011333052,58410,ndtv
50,1064482,52,64756,21289.64,23150.216366741344,5.7e-05,0.046857,0.006677531,0.008841941,42,3047,40,569,72.54761904761905,82.08122163693912,4.5e-05,0.050648,0.009095634,0.01426166,35176,ndtv
43,888440,52,64756,20661.39534883721,20944.669134400327,0.000226,0.037354,0.005963024,0.007965548,41,3061,40,569,74.65853658536585,84.14529391359255,6.6e-05,0.076349,0.00815825,0.014275527,57764,nbcnews
48,1064397,52,64756,22174.9375,23590.05447343945,0.000175,0.121737,0.009643191,0.018426297,43,3075,40,569,71.51162790697674,81.25573154671368,5.1e-05,0.150988,0.012162571,0.026310398,55018,ndtv
54,1064714,52,64756,19716.925925925927,22502.15095115069,7.2e-05,0.095566,0.008927528,0.016069838,47,3283,40,569,69.85106382978724,77.83733839773599,6.2e-05,0.131917,0.011466457,0.023707793,51140,ndtv
50,890229,52,64756,17804.58,20770.826417966768,3.2e-05,0.146889,0.011685755,0.023062529,46,3333,40,569,72.45652173913044,79.60477555,4.5e-05,0.147187,0.013856467,0.025383338,55574,nbcnews
45,888620,52,64756,19747.11111111111,22827.411190199924,5.5e-05,0.291725,0.0135925,0.044074192,41,3061,40,569,74.65853658536585,84.14529391359255,7.7e-05,0.276255,0.01609325,0.045371842,44000,nbcnews
48,888825,52,64756,18517.1875,22008.050905662305,0.000182,0.03373,0.007398085,0.007216991,41,3061,40,569,74.65853658536585,84.14529391359255,5e-05,0.047527,0.009798825,0.013073711,49620,nbcnews
48,888815,52,64756,18516.979166666668,20458.72981071019,7.3e-05,0.032626,0.006311617,0.007736147,44,3217,40,569,73.11363636363636,81.36230082643732,4.5e-05,0.066992,0.008453419,0.013967469,59970,nbcnews
53,888960,52,64756,16772.830188679247,19878.34638275823,5.4e-05,0.028658,0.005767423,0.006899214,49,3477,40,569,70.95918367346938,77.27843575443973,6.7e-05,0.055508,0.007393083,0.011094676,44002,nbcnews
37,830024,52,64756,22433.08108108108,24262.056601224493,6.2e-05,0.021498,0.006929583,0.006407269,35,2730,52,569,78,90.66778401848988,5.4e-05,0.035007,0.008222471,0.01027176,57750,nbcnews
52,1064619,52,64756,20473.44230769231,21647.609061848965,6.3e-05,0.120911,0.00887998,0.018413556,46,3255,40,569,70.76086956521739,78.56665529136063,6.2e-05,0.148112,0.010786867,0.024764487,41918,ndtv
50,1029504,52,64756,20590.08,21165.82270185902,4.6e-05,0.03814,0.005252306,0.006698537,48,3320,40,569,69.16666666666667,75.59278738,6e-05,0.04212,0.006357851,0.010088652,37546,nytimes
44,1029014,52,64756,23386.68181818182,26143.901051210312,6.7e-05,0.037921,0.006183884,0.007911741,41,2956,40,569,72.09756097560975,82.91616394830656,4.5e-05,0.046462,0.0078002,0.012047686,58010,nytimes
49,1028808,52,64756,20996.081632653066,22394.87454459608,0.000117,0.028146,0.005570604,0.005827626,46,3216,40,569,69.91304347826087,78.42953697766815,5.8e-05,0.056007,0.007189067,0.011032606,57276,nytimes
48,1028913,52,64756,21435.6875,22254.41161634312,7e-05,0.07278,0.008139234,0.01239995,41,2956,40,569,72.09756097560975,81.57138127984861,9.3e-05,0.105359,0.010906525,0.019845461,41190,nytimes
50,1029991,52,64756,20599.82,23018.487165213573,4.7e-05,0.042333,0.005659571,0.007771195,47,3268,40,569,69.53191489361703,77.61635055,6.2e-05,0.052503,0.00675387,0.010537634,37552,nytimes
56,1029634,52,64756,18386.321428571428,20770.324166163908,5.9e-05,0.047218,0.005986855,0.007842499,54,3632,40,569,67.25925925925925,71.96466249832321,4.4e-05,0.049137,0.006940679,0.009995224,45608,nytimes
47,1029169,52,64756,21897.212765957447,24510.19692498558,5.2e-05,0.036978,0.006295478,0.007295083,42,3008,40,569,71.61904761904762,81.95744058573044,4.1e-05,0.054702,0.008394683,0.012019373,45846,nytimes
43,1028984,52,64756,23929.86046511628,23485.837124877133,6e-05,0.036999,0.006055405,0.007378311,40,2904,40,569,72.6,83.90923056707744,4.6e-05,0.047252,0.007738436,0.011020733,45596,nytimes
52,1029252,52,64756,19793.30769230769,21723.14520301589,5.2e-05,0.040308,0.005756608,0.00739539,44,3112,40,569,70.72727272727273,80.13545615,5.1e-05,0.050266,0.007629628,0.010752249,41206,nytimes
45,1028728,52,64756,22860.62222222222,21703.48582422239,0.000153,0.049335,0.006734136,0.009466101,44,3112,40,569,70.72727272727273,80.13545615,5.6e-05,0.080252,0.008109884,0.015116453,45850,nytimes
64,1134517,52,64756,17726.82813,20748.752552715057,4.2e-05,0.040037,0.005119016,0.007522988,49,3396,40,569,69.30612245,76.48643781787754,4.7e-05,0.052532,0.007806792,0.01307428,47496,timesofindia
54,1134056,52,64756,21001.03703703704,25314.468330710148,3.8e-05,0.344369,0.012201075,0.047077461,40,2928,40,569,73.2,84.35371193936115,4.5e-05,0.366279,0.017375769,0.058553101,53100,timesofindia
51,1133883,52,64756,22233,22753.96640412392,7.7e-05,0.162412,0.01053816,0.023428185,47,3292,40,569,70.04255319148936,77.41417617,4.8e-05,0.18757,0.012306196,0.028906038,39386,timesofindia
50,1133849,52,64756,22676.98,23238.17127889686,7.1e-05,0.144225,0.009222816,0.021328022,45,3188,40,569,70.84444444444445,79.05635376557079,5.6e-05,0.172797,0.011006682,0.027496197,35070,timesofindia
81,1135445,52,64756,14017.83950617284,19830.75653,2.8e-05,0.034936,0.004204588,0.007425799,54,3656,40,569,67.70370370370371,72.37992779968718,3.8e-05,0.042463,0.006921189,0.011074371,57126,timesofindia
71,1134942,52,64756,15985.098591549297,20805.343044622616,2.8e-05,0.026965,0.003824,0.005859303,53,3604,40,569,68,73.03950459011364,4.8e-05,0.040037,0.0057015,0.009621926,40102,timesofindia
51,1133851,52,64756,22232.37254901961,23171.39170525653,4.3e-05,0.041113,0.00670548,0.009113416,45,3188,40,569,70.84444444444445,79.70170397276098,3.2e-05,0.050811,0.008321727,0.012177029,42388,timesofindia
107,1136823,52,64756,10624.514018691589,16892.901293741248,2.7e-05,0.132972,0.003903557,0.013800263,67,4332,40,569,64.65671641791045,65.16216420285777,3.2e-05,0.159956,0.006707076,0.020953703,45320,timesofindia
53,1264004,52,64756,23849.13207547169,23197.339037582053,6.3e-05,0.042093,0.006647481,0.008608919,49,3418,40,569,69.75510204081633,76.17921047663557,7.3e-05,0.065306,0.007988521,0.013082296,56164,theguardian
61,1627239,52,64756,26676.049180327867,25800.792133463805,5.5e-05,0.037221,0.0053822,0.006899797,57,3834,40,569,67.26315789473684,70.80217064766494,4.3e-05,0.046473,0.006590911,0.010488076,53162,theguardian
72,1264850,52,64756,17567.36111111111,19072.217655277986,8.7e-05,0.067894,0.004750113,0.010182241,66,4302,40,569,65.18181818181819,65.92954493324578,4.4e-05,0.090435,0.005836169,0.013847668,47498,theguardian
80,1380581,52,64756,17257.2625,19874.21475480465,4.6e-05,0.047233,0.004705354,0.00827188,74,4764,40,569,64.37837837837837,63.33747461,3.8e-05,0.048214,0.005618945,0.009812149,44076,rainewsit
58,1263946,52,64756,21792.172413793105,23104.19030053717,0.000104,0.029041,0.005808298,0.005873382,51,3522,40,569,69.05882352941177,74.72119157634084,4.9e-05,0.043108,0.0072903,0.00960393,35898,theguardian
60,1264028,52,64756,21067.13333333333,23246.272814766053,5.1e-05,0.043173,0.005526831,0.00740348,52,3574,40,569,68.73076923076923,74.02281455,4.3e-05,0.049814,0.007130098,0.010408614,47600,theguardian
63,1264612,52,64756,20073.20634920635,22610.28090176532,3.5e-05,0.040345,0.005515065,0.007569446,54,3678,40,569,68.11111111111111,72.09523750179508,3.8e-05,0.073263,0.007834283,0.015351485,35766,theguardian
50,1263508,52,64756,25270.16,25002.791905623624,7.7e-05,0.041202,0.005946592,0.008016978,47,3314,40,569,70.51063829787235,77.72579235626874,3.9e-05,0.051844,0.007290565,0.011865424,47592,theguardian
65,1628336,52,64756,25051.32307692308,25619.103850390933,5.7e-05,0.036453,0.0056325,0.007615789,57,3834,40,569,67.26315789473684,70.80217064766494,3.1e-05,0.070866,0.007231411,0.012811136,53170,theguardian
63,1379704,52,64756,21900.06349206349,23975.361652809344,-2.921502,0.039848,-0.04149071,0.3718298783475409,56,3840,40,569,68.57142857142857,72.44630792847593,-2.915162,0.062935,-0.045628909,0.3943245545521491,51682,rainewsit
59,1335022,52,64756,22627.491525423728,21907.774527253925,5.2e-05,0.051893,0.00544069,0.008623469,53,3665,52,569,69.15094339622641,74.33665526777877,6.2e-05,0.072785,0.007001538,0.01307244,34330,rainewsit
67,1379905,52,64756,20595.597014925374,21539.004202425705,4.3e-05,0.061706,0.009026758,0.015904103,58,3944,40,569,68,71.22930601295873,3.2e-05,0.093867,0.011445386,0.023624767,60484,rainewsit
91,1381161,52,64756,15177.593406593409,17864.854015622732,3.3e-05,0.105764,0.009560033,0.017582231,88,5492,40,569,62.40909090909091,58.19638499726802,4.5e-05,0.078621,0.010432586,0.017189571,33336,rainewsit
86,1380892,52,64756,16056.883720930233,17711.409440988034,3.6e-05,0.039217,0.005134459,0.007705716,79,5012,40,569,63.44303797468354,61.39275553090952,3.5e-05,0.055364,0.006163577,0.011145898,33324,rainewsit
60,1379542,52,64756,22992.366666666665,22894.88615387441,0.000122,0.050667,0.006519441,0.009372663,60,4048,40,569,67.46666666666667,70.07150504455446,3.4e-05,0.053486,0.007342864,0.012296485,51670,rainewsit
91,1381154,52,64756,15177.516483516483,17780.359242941595,3.9e-05,0.044939,0.004460511,0.008057247,85,5336,40,569,62.77647058823529,59.19265890587549,4.4e-05,0.042769,0.005221655,0.009245754,36470,rainewsit
76,1628635,52,64756,21429.407894736843,20366.909208928508,0.000293,0.055444,0.008047387,0.011458728,74,4718,40,569,63.75675675675676,62.34851467748038,5.4e-05,0.106638,0.009190123,0.018176013,35902,theguardian
62,1379653,52,64756,22252.467741935485,22920.52794339302,6.2e-05,0.036338,0.005764213,0.007612103,57,3892,40,569,68.28070175438596,71.83009575826564,4.9e-05,0.04809,0.007004179,0.011880941,60482,rainewsit
43,560304,40,65320,13030.32558139535,20241.477523146485,4.6e-05,0.30372,0.016474095,0.048210062,36,2303,40,557,63.97222222222222,87.65337125326953,6e-05,0.270895,0.020042686,0.049575981,43070,polimiit
41,560202,40,65320,13663.463414634149,18213.81384704692,5.1e-05,0.285801,0.01676565,0.047460581,33,2183,40,557,66.15151515151516,92.07643605,8e-05,0.256392,0.021784,0.04975295,40538,polimiit
37,510769,40,65320,13804.567567567568,18344.82803974481,5.2e-05,0.104986,0.009520778,0.018704239,28,1959,40,557,69.96428571428571,99.65699772603622,8.3e-05,0.126609,0.014365148,0.025843361,60190,polimiit
49,560544,40,65320,11439.673469387755,18606.94437836288,4.9e-05,0.266818,0.013367229,0.040553933,33,2183,40,557,66.15151515151516,91.34896045252827,8.9e-05,0.238871,0.020859344,0.047185134,35204,polimiit
43,560251,40,65320,13029.093023255817,18861.55624520789,4.4e-05,0.258412,0.015860952,0.042357753,34,2223,40,557,65.38235294117646,90.78146076451036,6.9e-05,0.234063,0.020395212,0.045660479,35188,polimiit
43,560251,40,65320,13029.093023255817,20282.90657274641,3.6e-05,0.092797,0.008885571,0.016171455,31,2103,40,557,67.83870967741936,94.84060198536402,6.8e-05,0.132313,0.0143947,0.02712985,43054,polimiit
53,1497229,40,65320,28249.603773584902,23461.67024379226,5.1e-05,0.026625,0.005016962,0.005666523,48,2756,40,557,57.41666666666666,76.93098132,8.1e-05,0.036927,0.006192085,0.008717379,52716,nypost
63,1547721,40,65320,24567,21262.77835682846,4.1e-05,0.034179,0.005756952,0.007565276,57,3116,40,557,54.66666666666666,70.76907449417376,7.9e-05,0.056789,0.007379393,0.011595695,44292,nypost
61,1547661,40,65320,25371.491803278688,20519.218183305584,4.5e-05,0.264681,0.0105595,0.034681775,60,3260,40,557,54.333333333333336,68.50873176,4.9e-05,0.237734,0.010930593,0.032501826,45130,nypost
64,1547761,40,65320,24183.76563,22691.92720221325,3.6e-05,0.045934,0.004902349,0.0075581,57,3140,40,557,55.08771929824562,70.23742406543946,6.5e-05,0.059407,0.006322929,0.01140289,52698,nypost
250,1557519,40,65320,6230.076,9741.498354,2.6e-05,0.608366,0.010171008,0.045418655,192,8540,40,557,44.47916666666666,38.92857714679054,2.7e-05,0.651846,0.013368712,0.053589752,59026,nypost
61,1547684,40,65320,25371.86885245901,24462.080390865787,4.6e-05,0.040008,0.00469065,0.007146808,55,3060,40,557,55.63636363636363,71.98929026221825,5.1e-05,0.050066,0.005900704,0.010020372,49684,nypost
59,1547560,40,65320,26229.830508474577,23388.64185303196,4.5e-05,0.032026,0.004857172,0.006751119,54,3020,40,557,55.92592592592592,72.04502047707113,4.6e-05,0.050027,0.00611617,0.010365237,49688,nypost
64,1547803,40,65320,24184.42188,22173.031634551364,3.4e-05,0.030802,0.004896825,0.006724774,55,3060,40,557,55.63636363636363,71.98929026221825,5.7e-05,0.040576,0.006042556,0.009438572,44300,nypost
