frame.number,frame.time,frame.len,frame.cap_len,ip.id,ip.checksum,ip.proto,ip.len,ip.src,ip.dst,tcp.hdr_len,tcp.len,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.window_size_value,tcp.checksum
"1","Mar 12, 2025 16:09:46.822420000 CET","74","74","0x850d","0x7cad","6","60","172.29.250.200","204.79.197.203","40","0","39732","443","0","0","64240","0x3930"
"2","Mar 12, 2025 16:09:46.867125000 CET","66","66","0x5d11","0x75b1","6","52","204.79.197.203","172.29.250.200","32","0","443","39732","0","1","65535","0x79cd"
"3","Mar 12, 2025 16:09:46.867533000 CET","54","54","0x850e","0x7cc0","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1","1","502","0x391c"
"4","Mar 12, 2025 16:09:46.869716000 CET","571","571","0x850f","0x7aba","6","557","172.29.250.200","204.79.197.203","20","517","39732","443","1","1","502","0x3b21"
"5","Mar 12, 2025 16:09:46.900345000 CET","54","54","0x0001","0x05ce","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","1","518","40957","0x183a"
"6","Mar 12, 2025 16:09:46.909850000 CET","153","153","0x0002","0x056a","6","139","204.79.197.203","172.29.250.200","20","99","443","39732","1","518","40960","0x8d07"
"7","Mar 12, 2025 16:09:46.910151000 CET","54","54","0x8510","0x7cbe","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","518","100","502","0x391c"
"8","Mar 12, 2025 16:09:46.910703000 CET","577","577","0x8511","0x7ab2","6","563","172.29.250.200","204.79.197.203","20","523","39732","443","518","100","502","0x3b27"
"9","Mar 12, 2025 16:09:46.936894000 CET","54","54","0x0003","0x05cc","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","100","1041","40957","0x15cc"
"10","Mar 12, 2025 16:09:46.942274000 CET","1414","1414","0x0004","0x007b","6","1400","204.79.197.203","172.29.250.200","20","1360","443","39732","100","1041","40960","0xda53"
"11","Mar 12, 2025 16:09:46.950045000 CET","2774","2774","0x0005","0xfb29","6","2760","204.79.197.203","172.29.250.200","20","2720","443","39732","1460","1041","40960","0x3908"
"12","Mar 12, 2025 16:09:46.950754000 CET","201","201","0x0007","0x0535","6","187","204.79.197.203","172.29.250.200","20","147","443","39732","4180","1041","40960","0x4345"
"13","Mar 12, 2025 16:09:46.951027000 CET","54","54","0x8512","0x7cbc","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1041","4327","501","0x391c"
"14","Mar 12, 2025 16:09:46.952982000 CET","128","128","0x8513","0x7c71","6","114","172.29.250.200","204.79.197.203","20","74","39732","443","1041","4327","501","0x3966"
"15","Mar 12, 2025 16:09:46.953216000 CET","149","149","0x8514","0x7c5b","6","135","172.29.250.200","204.79.197.203","20","95","39732","443","1115","4327","501","0x397b"
"16","Mar 12, 2025 16:09:46.953270000 CET","89","89","0x8515","0x7c96","6","75","172.29.250.200","204.79.197.203","20","35","39732","443","1210","4327","501","0x393f"
"17","Mar 12, 2025 16:09:46.953419000 CET","114","114","0x8516","0x7c7c","6","100","172.29.250.200","204.79.197.203","20","60","39732","443","1245","4327","501","0x3958"
"18","Mar 12, 2025 16:09:46.970193000 CET","54","54","0x0008","0x05c7","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","4327","1245","40959","0x047b"
"19","Mar 12, 2025 16:09:46.973188000 CET","513","513","0x0009","0x03fb","6","499","204.79.197.203","172.29.250.200","20","459","443","39732","4327","1245","40960","0x8fa3"
"20","Mar 12, 2025 16:09:46.973506000 CET","116","116","0x000a","0x0587","6","102","204.79.197.203","172.29.250.200","20","62","443","39732","4786","1245","40960","0x94c0"
"21","Mar 12, 2025 16:09:46.973912000 CET","54","54","0x8517","0x7cb7","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1305","4848","501","0x391c"
"22","Mar 12, 2025 16:09:46.974096000 CET","85","85","0x8518","0x7c97","6","71","172.29.250.200","204.79.197.203","20","31","39732","443","1305","4848","501","0x393b"
"23","Mar 12, 2025 16:09:46.980889000 CET","85","85","0x000b","0x05a5","6","71","204.79.197.203","172.29.250.200","20","31","443","39732","4848","1245","40960","0xf611"
"24","Mar 12, 2025 16:09:46.980989000 CET","54","54","0x000c","0x05c3","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","4879","1305","40959","0x0217"
"25","Mar 12, 2025 16:09:46.991155000 CET","54","54","0x000d","0x05c2","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","4879","1336","40959","0x01f8"
"26","Mar 12, 2025 16:09:47.025528000 CET","1277","1277","0x000e","0x00fa","6","1263","204.79.197.203","172.29.250.200","20","1223","443","39732","4879","1336","40960","0x7da1"
"27","Mar 12, 2025 16:09:47.026148000 CET","54","54","0x8519","0x7cb5","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1336","6102","501","0x391c"
"28","Mar 12, 2025 16:09:47.026561000 CET","96","96","0x851a","0x7c8a","6","82","172.29.250.200","204.79.197.203","20","42","39732","443","1336","6102","501","0x3946"
"29","Mar 12, 2025 16:09:47.046438000 CET","54","54","0x000f","0x05c0","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","6102","1378","40959","0xfd06"
"30","Mar 12, 2025 16:09:47.098932000 CET","39494","39494","0x0010","0x6bae","6","39480","204.79.197.203","172.29.250.200","20","39440","443","39732","6102","1378","40960","0x3908"
"31","Mar 12, 2025 16:09:47.100653000 CET","54","54","0x851b","0x7cb3","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1378","45542","255","0x391c"
"32","Mar 12, 2025 16:09:47.106035000 CET","5494","5494","0x002d","0xf061","6","5480","204.79.197.203","172.29.250.200","20","5440","443","39732","45542","1378","40960","0x3908"
"33","Mar 12, 2025 16:09:47.106241000 CET","309","309","0x0031","0x049f","6","295","204.79.197.203","172.29.250.200","20","255","443","39732","50982","1378","40960","0xa635"
"34","Mar 12, 2025 16:09:47.106337000 CET","54","54","0x851c","0x7cb2","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1378","50982","479","0x391c"
"35","Mar 12, 2025 16:09:47.106587000 CET","78","78","0x851d","0x7c99","6","64","172.29.250.200","204.79.197.203","20","24","39732","443","1378","51237","501","0x3934"
"36","Mar 12, 2025 16:09:47.106751000 CET","54","54","0x851e","0x7cb0","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1402","51237","501","0x391c"
"37","Mar 12, 2025 16:09:47.125507000 CET","54","54","0x0032","0x059d","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","51237","1402","40959","0x4c9f"
"38","Mar 12, 2025 16:09:47.135097000 CET","54","54","0x0033","0x059c","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","51237","1403","40960","0x4c9d"
"39","Mar 12, 2025 16:09:47.135677000 CET","54","54","0x0034","0x059b","6","40","204.79.197.203","172.29.250.200","20","0","443","39732","51237","1403","40960","0x4c9c"
"40","Mar 12, 2025 16:09:47.135822000 CET","54","54","0x0000","0x01cf","6","40","172.29.250.200","204.79.197.203","20","0","39732","443","1403","51238","501","0xeaa7"
