frame.number,frame.time,frame.len,frame.cap_len,ip.id,ip.checksum,ip.proto,ip.len,ip.src,ip.dst,tcp.hdr_len,tcp.len,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.window_size_value,tcp.checksum
"1","Mar 12, 2025 16:03:08.938740000 CET","74","74","0x22bf","0xbb9c","6","60","172.29.250.200","23.50.158.72","40","0","50230","443","0","0","64240","0x5c8f"
"2","Mar 12, 2025 16:03:08.965131000 CET","74","74","0x0000","0xee5b","6","60","23.50.158.72","172.29.250.200","40","0","443","50230","0","1","65160","0x9a34"
"3","Mar 12, 2025 16:03:08.965722000 CET","66","66","0x22c0","0xbba3","6","52","172.29.250.200","23.50.158.72","32","0","50230","443","1","1","502","0x5c87"
"4","Mar 12, 2025 16:03:08.968198000 CET","583","583","0x22c1","0xb99d","6","569","172.29.250.200","23.50.158.72","32","517","50230","443","1","1","502","0x5e8c"
"5","Mar 12, 2025 16:03:08.981642000 CET","74","74","0x0000","0xee5b","6","60","23.50.158.72","172.29.250.200","40","0","443","50230","0","1","65160","0x9a24"
"6","Mar 12, 2025 16:03:08.981866000 CET","66","66","0x22c2","0xbba1","6","52","172.29.250.200","23.50.158.72","32","0","50230","443","518","1","502","0x5c87"
"7","Mar 12, 2025 16:03:09.002626000 CET","66","66","0x0001","0xe262","6","52","23.50.158.72","172.29.250.200","32","0","443","50230","1","518","65535","0xc4f3"
"8","Mar 12, 2025 16:03:09.006314000 CET","4110","4110","0x0002","0xd295","6","4096","23.50.158.72","172.29.250.200","32","4044","443","50230","1","518","65535","0x5c67"
"9","Mar 12, 2025 16:03:09.006595000 CET","118","118","0x0005","0xe22a","6","104","23.50.158.72","172.29.250.200","32","52","443","50230","4045","518","65535","0xadca"
"10","Mar 12, 2025 16:03:09.006694000 CET","66","66","0x22c3","0xbba0","6","52","172.29.250.200","23.50.158.72","32","0","50230","443","518","4045","479","0x5c87"
"11","Mar 12, 2025 16:03:09.006751000 CET","66","66","0x22c4","0xbb9f","6","52","172.29.250.200","23.50.158.72","32","0","50230","443","518","4097","479","0x5c87"
"12","Mar 12, 2025 16:03:09.014428000 CET","1377","1377","0x0006","0xdd3e","6","1363","23.50.158.72","172.29.250.200","32","1311","443","50230","4097","518","65535","0xe17d"
"13","Mar 12, 2025 16:03:09.014717000 CET","66","66","0x22c5","0xbb9e","6","52","172.29.250.200","23.50.158.72","32","0","50230","443","518","5408","501","0x5c87"
"14","Mar 12, 2025 16:03:09.016663000 CET","146","146","0x22c6","0xbb4d","6","132","172.29.250.200","23.50.158.72","32","80","50230","443","518","5408","501","0x5cd7"
"15","Mar 12, 2025 16:03:09.016984000 CET","172","172","0x22c7","0xbb32","6","158","172.29.250.200","23.50.158.72","32","106","50230","443","598","5408","501","0x5cf1"
"16","Mar 12, 2025 16:03:09.041490000 CET","66","66","0x0007","0xe25c","6","52","23.50.158.72","172.29.250.200","32","0","443","50230","5408","704","65535","0xaec6"
"17","Mar 12, 2025 16:03:09.046396000 CET","640","640","0x0008","0xe01d","6","626","23.50.158.72","172.29.250.200","32","574","443","50230","5408","704","65535","0x5c67"
"18","Mar 12, 2025 16:03:09.052638000 CET","661","661","0x000a","0xe006","6","647","23.50.158.72","172.29.250.200","32","595","443","50230","5982","704","65535","0x1614"
"19","Mar 12, 2025 16:03:09.052916000 CET","66","66","0x22c8","0xbb9b","6","52","172.29.250.200","23.50.158.72","32","0","50230","443","704","6577","501","0x5c87"
"20","Mar 12, 2025 16:03:09.068769000 CET","74","74","0x5348","0xa371","6","60","172.29.250.200","104.104.52.180","40","0","40102","443","0","0","64240","0x4431"
