frame.number,frame.time,frame.len,frame.cap_len,ip.id,ip.checksum,ip.proto,ip.len,ip.src,ip.dst,tcp.hdr_len,tcp.len,tcp.srcport,tcp.dstport,tcp.seq,tcp.ack,tcp.window_size_value,tcp.checksum
"1","Mar 12, 2025 16:16:07.048102000 CET","74","74","0xf91a","0xb58f","6","60","172.29.250.200","23.214.205.85","40","0","44002","443","0","0","64240","0x8c40"
"2","Mar 12, 2025 16:16:07.102982000 CET","74","74","0x0000","0xbeaa","6","60","23.214.205.85","172.29.250.200","40","0","443","44002","0","1","65160","0x30f3"
"3","Mar 12, 2025 16:16:07.103610000 CET","66","66","0xf91b","0xb596","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","1","1","502","0x8c38"
"4","Mar 12, 2025 16:16:07.106309000 CET","583","583","0xf91c","0xb390","6","569","172.29.250.200","23.214.205.85","32","517","44002","443","1","1","502","0x8e3d"
"5","Mar 12, 2025 16:16:07.110955000 CET","74","74","0x0000","0xbeaa","6","60","23.214.205.85","172.29.250.200","40","0","443","44002","0","1","65160","0x30ed"
"6","Mar 12, 2025 16:16:07.111188000 CET","66","66","0xf91d","0xb594","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","518","1","502","0x8c38"
"7","Mar 12, 2025 16:16:07.134940000 CET","66","66","0x0001","0xb2b1","6","52","23.214.205.85","172.29.250.200","32","0","443","44002","1","518","65535","0x5b9f"
"8","Mar 12, 2025 16:16:07.141435000 CET","2762","2762","0x0002","0xa828","6","2748","23.214.205.85","172.29.250.200","32","2696","443","44002","1","518","65535","0x8c18"
"9","Mar 12, 2025 16:16:07.141667000 CET","800","800","0x0004","0xafd0","6","786","23.214.205.85","172.29.250.200","32","734","443","44002","2697","518","65535","0x8703"
"10","Mar 12, 2025 16:16:07.141778000 CET","66","66","0xf91e","0xb593","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","518","2697","499","0x8c38"
"11","Mar 12, 2025 16:16:07.141848000 CET","66","66","0xf91f","0xb592","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","518","3431","494","0x8c38"
"12","Mar 12, 2025 16:16:07.143280000 CET","192","192","0xf920","0xb513","6","178","172.29.250.200","23.214.205.85","32","126","44002","443","518","3431","501","0x8cb6"
"13","Mar 12, 2025 16:16:07.170325000 CET","66","66","0x0005","0xb2ad","6","52","23.214.205.85","172.29.250.200","32","0","443","44002","3431","644","65535","0x4d78"
"14","Mar 12, 2025 16:16:07.173928000 CET","117","117","0x0006","0xb279","6","103","23.214.205.85","172.29.250.200","32","51","443","44002","3431","644","65535","0x3bf7"
"15","Mar 12, 2025 16:16:07.174940000 CET","119","119","0xf921","0xb55b","6","105","172.29.250.200","23.214.205.85","32","53","44002","443","644","3482","501","0x8c6d"
"16","Mar 12, 2025 16:16:07.175140000 CET","122","122","0xf922","0xb557","6","108","172.29.250.200","23.214.205.85","32","56","44002","443","697","3482","501","0x8c70"
"17","Mar 12, 2025 16:16:07.175396000 CET","178","178","0xf923","0xb51e","6","164","172.29.250.200","23.214.205.85","32","112","44002","443","753","3482","501","0x8ca8"
"18","Mar 12, 2025 16:16:07.196782000 CET","66","66","0x0007","0xb2ab","6","52","23.214.205.85","172.29.250.200","32","0","443","44002","3482","697","65535","0x4cd6"
"19","Mar 12, 2025 16:16:07.197264000 CET","66","66","0x0008","0xb2aa","6","52","23.214.205.85","172.29.250.200","32","0","443","44002","3482","865","65535","0x4c2e"
"20","Mar 12, 2025 16:16:07.203076000 CET","134","134","0x0009","0xb265","6","120","23.214.205.85","172.29.250.200","32","68","443","44002","3482","865","65535","0x1f10"
"21","Mar 12, 2025 16:16:07.203599000 CET","104","104","0xf924","0xb567","6","90","172.29.250.200","23.214.205.85","32","38","44002","443","865","3550","501","0x8c5e"
"22","Mar 12, 2025 16:16:07.210116000 CET","104","104","0x000a","0xb282","6","90","23.214.205.85","172.29.250.200","32","38","443","44002","3550","865","65535","0xdd6b"
"23","Mar 12, 2025 16:16:07.210259000 CET","937","937","0x000b","0xaf40","6","923","23.214.205.85","172.29.250.200","32","871","443","44002","3588","865","65535","0x568e"
"24","Mar 12, 2025 16:16:07.210313000 CET","33766","33766","0x000c","0x2f02","6","33752","23.214.205.85","172.29.250.200","32","33700","443","44002","4459","865","65535","0x8c18"
"25","Mar 12, 2025 16:16:07.210563000 CET","66","66","0xf925","0xb58c","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","38159","246","0x8c38"
"26","Mar 12, 2025 16:16:07.210946000 CET","66","66","0xf926","0xb58b","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","38159","501","0x8c38"
"27","Mar 12, 2025 16:16:07.211399000 CET","5458","5458","0x0025","0x9d7d","6","5444","23.214.205.85","172.29.250.200","32","5392","443","44002","38159","865","65535","0x8c18"
"28","Mar 12, 2025 16:16:07.211647000 CET","66","66","0xf927","0xb58a","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","43551","501","0x8c38"
"29","Mar 12, 2025 16:16:07.218921000 CET","22982","22982","0x0029","0x5905","6","22968","23.214.205.85","172.29.250.200","32","22916","443","44002","43551","865","65535","0x8c18"
"30","Mar 12, 2025 16:16:07.219256000 CET","66","66","0xf928","0xb589","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","66467","383","0x8c38"
"31","Mar 12, 2025 16:16:07.242784000 CET","6806","6806","0x003a","0x9824","6","6792","23.214.205.85","172.29.250.200","32","6740","443","44002","66467","903","65535","0x8c18"
"32","Mar 12, 2025 16:16:07.243126000 CET","66","66","0xf929","0xb588","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","73207","479","0x8c38"
"33","Mar 12, 2025 16:16:07.246998000 CET","33766","33766","0x003f","0x2ecf","6","33752","23.214.205.85","172.29.250.200","32","33700","443","44002","73207","903","65535","0x8c18"
"34","Mar 12, 2025 16:16:07.247323000 CET","66","66","0xf92a","0xb587","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","106907","1028","0x8c38"
"35","Mar 12, 2025 16:16:07.255777000 CET","1414","1414","0x0058","0xad16","6","1400","23.214.205.85","172.29.250.200","32","1348","443","44002","106907","903","65535","0x5cea"
"36","Mar 12, 2025 16:16:07.259515000 CET","6806","6806","0x0059","0x9805","6","6792","23.214.205.85","172.29.250.200","32","6740","443","44002","108255","903","65535","0x8c18"
"37","Mar 12, 2025 16:16:07.259744000 CET","66","66","0xf92b","0xb586","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","114995","1156","0x8c38"
"38","Mar 12, 2025 16:16:07.275355000 CET","1414","1414","0x005e","0xad10","6","1400","23.214.205.85","172.29.250.200","32","1348","443","44002","114995","903","65535","0x397d"
"39","Mar 12, 2025 16:16:07.279805000 CET","17590","17590","0x005f","0x6ddf","6","17576","23.214.205.85","172.29.250.200","32","17524","443","44002","116343","903","65535","0x8c18"
"40","Mar 12, 2025 16:16:07.280392000 CET","66","66","0xf92c","0xb585","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","133867","1452","0x8c38"
"41","Mar 12, 2025 16:16:07.286292000 CET","5458","5458","0x006c","0x9d36","6","5444","23.214.205.85","172.29.250.200","32","5392","443","44002","133867","903","65535","0x8c18"
"42","Mar 12, 2025 16:16:07.286533000 CET","66","66","0xf92d","0xb584","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","139259","1536","0x8c38"
"43","Mar 12, 2025 16:16:07.295478000 CET","21634","21634","0x0070","0x5e02","6","21620","23.214.205.85","172.29.250.200","32","21568","443","44002","139259","903","65535","0x8c18"
"44","Mar 12, 2025 16:16:07.296060000 CET","66","66","0xf92e","0xb583","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","160827","1873","0x8c38"
"45","Mar 12, 2025 16:16:07.296392000 CET","10850","10850","0x0080","0x8812","6","10836","23.214.205.85","172.29.250.200","32","10784","443","44002","160827","903","65535","0x8c18"
"46","Mar 12, 2025 16:16:07.296642000 CET","66","66","0xf92f","0xb582","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","171611","2042","0x8c38"
"47","Mar 12, 2025 16:16:07.297736000 CET","64770","64770","0x0088","0xb569","6","64756","23.214.205.85","172.29.250.200","32","64704","443","44002","171611","903","65535","0x88f9"
"48","Mar 12, 2025 16:16:07.298857000 CET","66","66","0xf930","0xb581","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","236315","3053","0x8c38"
"49","Mar 12, 2025 16:16:07.298909000 CET","25678","25678","0x00b8","0x4dee","6","25664","23.214.205.85","172.29.250.200","32","25612","443","44002","236315","903","65535","0x8c18"
"50","Mar 12, 2025 16:16:07.299361000 CET","66","66","0xf931","0xb580","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","261927","3453","0x8c38"
"51","Mar 12, 2025 16:16:07.302482000 CET","1414","1414","0x00cb","0xaca3","6","1400","23.214.205.85","172.29.250.200","32","1348","443","44002","261927","903","65535","0xa780"
"52","Mar 12, 2025 16:16:07.306643000 CET","32418","32418","0x00cc","0x3386","6","32404","23.214.205.85","172.29.250.200","32","32352","443","44002","263275","903","65535","0x8c18"
"53","Mar 12, 2025 16:16:07.306893000 CET","66","66","0xf932","0xb57f","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","295627","3981","0x8c38"
"54","Mar 12, 2025 16:16:07.313039000 CET","4110","4110","0x00e4","0xa202","6","4096","23.214.205.85","172.29.250.200","32","4044","443","44002","295627","903","65535","0x8c18"
"55","Mar 12, 2025 16:16:07.313267000 CET","66","66","0xf933","0xb57e","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","299671","4044","0x8c38"
"56","Mar 12, 2025 16:16:07.320374000 CET","16242","16242","0x00e7","0x729b","6","16228","23.214.205.85","172.29.250.200","32","16176","443","44002","299671","903","65535","0x8c18"
"57","Mar 12, 2025 16:16:07.320653000 CET","66","66","0xf934","0xb57d","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","315847","4297","0x8c38"
"58","Mar 12, 2025 16:16:07.326377000 CET","40506","40506","0x00f3","0x13c7","6","40492","23.214.205.85","172.29.250.200","32","40440","443","44002","315847","903","65535","0x8c18"
"59","Mar 12, 2025 16:16:07.326658000 CET","66","66","0xf935","0xb57c","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","356287","4929","0x8c38"
"60","Mar 12, 2025 16:16:07.333477000 CET","32418","32418","0x0111","0x3341","6","32404","23.214.205.85","172.29.250.200","32","32352","443","44002","356287","903","65535","0x8c18"
"61","Mar 12, 2025 16:16:07.333813000 CET","66","66","0xf936","0xb57b","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","388639","5434","0x8c38"
"62","Mar 12, 2025 16:16:07.334513000 CET","18938","18938","0x0129","0x67d1","6","18924","23.214.205.85","172.29.250.200","32","18872","443","44002","388639","903","65535","0x8c18"
"63","Mar 12, 2025 16:16:07.334676000 CET","66","66","0xf937","0xb57a","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","407511","5729","0x8c38"
"64","Mar 12, 2025 16:16:07.335549000 CET","25678","25678","0x0137","0x4d6f","6","25664","23.214.205.85","172.29.250.200","32","25612","443","44002","407511","903","65535","0x8c18"
"65","Mar 12, 2025 16:16:07.335700000 CET","66","66","0xf938","0xb579","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","433123","6130","0x8c38"
"66","Mar 12, 2025 16:16:07.339793000 CET","22982","22982","0x014a","0x57e4","6","22968","23.214.205.85","172.29.250.200","32","22916","443","44002","433123","903","65535","0x8c18"
"67","Mar 12, 2025 16:16:07.340253000 CET","66","66","0xf939","0xb578","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","456039","6488","0x8c38"
"68","Mar 12, 2025 16:16:07.341205000 CET","64770","64770","0x015b","0xb496","6","64756","23.214.205.85","172.29.250.200","32","64704","443","44002","456039","903","65535","0x88f9"
"69","Mar 12, 2025 16:16:07.343668000 CET","66","66","0xf93a","0xb577","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","520743","7499","0x8c38"
"70","Mar 12, 2025 16:16:07.343772000 CET","4110","4110","0x018b","0xa15b","6","4096","23.214.205.85","172.29.250.200","32","4044","443","44002","520743","903","65535","0x8c18"
"71","Mar 12, 2025 16:16:07.343870000 CET","66","66","0xf93b","0xb576","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","524787","7562","0x8c38"
"72","Mar 12, 2025 16:16:07.346361000 CET","5458","5458","0x018e","0x9c14","6","5444","23.214.205.85","172.29.250.200","32","5392","443","44002","524787","903","65535","0x8c18"
"73","Mar 12, 2025 16:16:07.346515000 CET","66","66","0xf93c","0xb575","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","530179","7646","0x8c38"
"74","Mar 12, 2025 16:16:07.347963000 CET","10850","10850","0x0192","0x8700","6","10836","23.214.205.85","172.29.250.200","32","10784","443","44002","530179","903","65535","0x8c18"
"75","Mar 12, 2025 16:16:07.348082000 CET","66","66","0xf93d","0xb574","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","540963","7815","0x8c38"
"76","Mar 12, 2025 16:16:07.350238000 CET","48594","48594","0x019a","0xf387","6","48580","23.214.205.85","172.29.250.200","32","48528","443","44002","540963","903","65535","0x8c18"
"77","Mar 12, 2025 16:16:07.350462000 CET","66","66","0xf93e","0xb573","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","589491","8573","0x8c38"
"78","Mar 12, 2025 16:16:07.352994000 CET","43202","43202","0x01be","0x0874","6","43188","23.214.205.85","172.29.250.200","32","43136","443","44002","589491","903","65535","0x8c18"
"79","Mar 12, 2025 16:16:07.353225000 CET","66","66","0xf93f","0xb572","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","632627","9247","0x8c38"
"80","Mar 12, 2025 16:16:07.357472000 CET","60726","60726","0x01de","0xc3df","6","60712","23.214.205.85","172.29.250.200","32","60660","443","44002","632627","903","65535","0x8c18"
"81","Mar 12, 2025 16:16:07.358682000 CET","66","66","0xf940","0xb571","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","693287","10195","0x8c38"
"82","Mar 12, 2025 16:16:07.358784000 CET","8154","8154","0x020b","0x910f","6","8140","23.214.205.85","172.29.250.200","32","8088","443","44002","693287","903","65535","0x8c18"
"83","Mar 12, 2025 16:16:07.359100000 CET","66","66","0xf941","0xb570","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","701375","10321","0x8c38"
"84","Mar 12, 2025 16:16:07.368462000 CET","64770","64770","0x0211","0xb3e0","6","64756","23.214.205.85","172.29.250.200","32","64704","443","44002","701375","903","65535","0x88f9"
"85","Mar 12, 2025 16:16:07.369480000 CET","66","66","0xf942","0xb56f","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","766079","11332","0x8c38"
"86","Mar 12, 2025 16:16:07.369669000 CET","32418","32418","0x0241","0x3211","6","32404","23.214.205.85","172.29.250.200","32","32352","443","44002","766079","903","65535","0x8c18"
"87","Mar 12, 2025 16:16:07.369894000 CET","66","66","0xf943","0xb56e","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","798431","11837","0x8c38"
"88","Mar 12, 2025 16:16:07.370365000 CET","56682","56682","0x0259","0xd330","6","56668","23.214.205.85","172.29.250.200","32","56616","443","44002","798431","903","65535","0x8c18"
"89","Mar 12, 2025 16:16:07.370648000 CET","4110","4110","0x0283","0xa063","6","4096","23.214.205.85","172.29.250.200","32","4044","443","44002","855047","903","65535","0x8c18"
"90","Mar 12, 2025 16:16:07.370742000 CET","66","66","0xf944","0xb56d","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","855047","12484","0x8c38"
"91","Mar 12, 2025 16:16:07.370809000 CET","66","66","0xf945","0xb56c","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","859091","12484","0x8c38"
"92","Mar 12, 2025 16:16:07.374888000 CET","14894","14894","0x0286","0x7640","6","14880","23.214.205.85","172.29.250.200","32","14828","443","44002","859091","903","65535","0x8c18"
"93","Mar 12, 2025 16:16:07.375104000 CET","66","66","0xf946","0xb56b","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","873919","12676","0x8c38"
"94","Mar 12, 2025 16:16:07.376002000 CET","12198","12198","0x0291","0x80bd","6","12184","23.214.205.85","172.29.250.200","32","12132","443","44002","873919","903","65535","0x8c18"
"95","Mar 12, 2025 16:16:07.376112000 CET","173","173","0x029a","0xafad","6","159","23.214.205.85","172.29.250.200","32","107","443","44002","886051","903","65535","0xb925"
"96","Mar 12, 2025 16:16:07.376183000 CET","66","66","0xf947","0xb56a","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","903","886051","12676","0x8c38"
"97","Mar 12, 2025 16:16:07.376424000 CET","97","97","0xf948","0xb54a","6","83","172.29.250.200","23.214.205.85","32","31","44002","443","903","886158","12676","0x8c57"
"98","Mar 12, 2025 16:16:07.376559000 CET","66","66","0xf949","0xb568","6","52","172.29.250.200","23.214.205.85","32","0","44002","443","934","886158","12676","0x8c38"
"99","Mar 12, 2025 16:16:07.397987000 CET","66","66","0x029b","0xb017","6","52","23.214.205.85","172.29.250.200","32","0","443","44002","886158","934","65535","0xd268"
"100","Mar 12, 2025 16:16:07.402624000 CET","66","66","0x029c","0xb016","6","52","23.214.205.85","172.29.250.200","32","0","443","44002","886158","935","65535","0xd263"
"101","Mar 12, 2025 16:16:07.402888000 CET","97","97","0x029d","0xaff6","6","83","23.214.205.85","172.29.250.200","32","31","443","44002","886158","935","65535","0xe533"
"102","Mar 12, 2025 16:16:07.402970000 CET","54","54","0x0000","0xaebe","6","40","172.29.250.200","23.214.205.85","20","0","44002","443","935","0","0","0x2b99"
